key;Source;In Corpus;DM_R1;DM_R2;DM_R3;DataModel;DataModel description;M_R1;M_R2;M_R3;Method;Method description;T_R1;T_R2;T_R3;Topic;Topic description;Comment1;Comment2;Comment3;EID;title;authors;year;venue;type;link;volume;number;doi
journals/infsof/GrolingerC11;JOIN;Y;;302;302;302;302: Relational;;431;431;431;431: Tool;;622;622;622;622: Impact to external source code when the logical schema changes;;Method for generating unit tests to test source consistency inthe presence of evolving database schemata;Testing Method for verification of breaking changes to application due to schema evolution;2-s2.0-78751575316;A unit test approach for database schema evolution.;Katarina Grolinger, Miriam A. M. Capretz;2011;Inf. Softw. Technol.;Journal Articles;https://doi.org/10.1016/j.infsof.2010.10.002;53;2;10.1016/J.INFSOF.2010.10.002
journals/infsof/SuarezOteroMST25;JOIN;Y;305;;305;305;305: NoSQL (Graph/ JSON/Key-Value/Other);422;;422;422;422: Method (not fully automated);641, 678;;641, 632;641, 678, 632;"641: Data migration script generation
678: Handling of schema mappings among any two schemata
632: Guaranteeing the correctness/validity of conceptual and logical schema coevolution";;;Conceptual, Mapping of conceptual level changes to data migration scripts;2-s2.0-105011178140;Data migration for column family database evolution.;Pablo Suárez-Otero, Michael J. Mior, María José Suárez-Cabal, Javier Tuya;2025;Inf. Softw. Technol.;Journal Articles;https://doi.org/10.1016/j.infsof.2025.107834;187;;10.1016/J.INFSOF.2025.107834
journals/is/QuintarelliRT15;JOIN;Y;309;309;;309;309: Other;411, 412;411;;411, 412;"411: Algebra
412: Theoretical Proof";611;611, 634;;611, 634;"611: SMOs/Languages/Rigorous Models for schema evolution
634: Guaranteeing the correctness/validity of schema constraints during evolution";Context schema evolution;Model for context schema and algebra for its evolution;;2-s2.0-84919762827;A principled approach to context schema evolution in a data management perspective.;Elisa Quintarelli, Emanuele Rabosio, Letizia Tanca;2015;Inf. Syst.;Journal Articles;https://doi.org/10.1016/j.is.2014.11.008;49;;10.1016/J.IS.2014.11.008
journals/is/VassiliadisK22;JOIN;Y;302;;302;302;302: Relational;402;;402;402;402: Empirical Study;650;;650;650;650: Understanding how schemata evolve;;;Introduction of patterns of schema evolution through mining the evolution of a large number of apps;2-s2.0-85135933984;Taxa and super taxa of schema evolution and their relationship to activity, heartbeat and duration.;Panos Vassiliadis, George Kalampokis;2022;Inf. Syst.;Journal Articles;https://doi.org/10.1016/j.is.2022.102109;110;;10.1016/J.IS.2022.102109
journals/is/VassiliadisZS17;JOIN;Y;302;302;;302;302: Relational;402;402;;402;402: Empirical Study;650;650;;650;650: Understanding how schemata evolve;;Case study on patterns of how tables change;;2-s2.0-84983028444;Gravitating to rigidity: Patterns of schema evolution - and its absence - in the lives of tables.;Panos Vassiliadis, Apostolos V. Zarras, Ioannis Skoulis;2017;Inf. Syst.;Journal Articles;https://doi.org/10.1016/j.is.2016.06.010;63;;10.1016/J.IS.2016.06.010
journals/is/ZhaoL13;JOIN;Y;;309;309;309;309: Other;;431, 422;421, 431;421, 431;"421: Algorithm (fully automated)
431: Tool";;677;677, 611;677;677: Schema version management techniques;;Version management for (the schema of) business processes, not data;(Schema Modification Operators), Process definitions, Version management of business processes;2-s2.0-84878253052;Version management for business process schema evolution.;Xiaohui Zhao , Chengfei Liu;2013;Inf. Syst.;Journal Articles;https://doi.org/10.1016/j.is.2013.03.006;38;8;10.1016/J.IS.2013.03.006
journals/isf/HerrmannVRBL18;JOIN;Y;302;302;;302;302: Relational;413, 411;411, 413;;411, 413;"411: Algebra
413: Language";611, 612;611, 612;;611, 612;"611: SMOs/Languages/Rigorous Models for schema evolution
612: SMO composition";SMO;Algebra of SMOs and method for their composition;;2-s2.0-85010756258;Robust and simple database evolution.;Kai Herrmann , Hannes Voigt, Jonas Rausch, Andreas Behrend, Wolfgang Lehner;2018;Inf. Syst. Frontiers;Journal Articles;https://doi.org/10.1007/s10796-016-9730-2;20;1;10.1007/S10796-016-9730-2
journals/isse/MarksS13;JOIN;Y;;302;301, 302;302;302: Relational;;422, 431;431, 422;422, 431;"422: Method (not fully automated)
431: Tool";;642;642, 641;642;642: Cross vendor data migration;;Language and tool to describe schema cross-vendor migration with XML-encoded deltas;(Schema evolution recovery) Schema migration tool that also generates the schema migration actions in the form of XML document;2-s2.0-84881548251;A metadata driven approach to performing complex heterogeneous database schema migrations.;Robert M. Marks, Roy Sterritt;2013;Innov. Syst. Softw. Eng.;Journal Articles;https://doi.org/10.1007/s11334-013-0217-8;9;3;10.1007/S11334-013-0217-8
journals/jd/LiS18;JOIN;Y;303;;;303;303: XML;401;;;401;401: General Framework;674;;;647;647: Storing provenance information for data migration;RDFs? Data provenance?;EXCLUDE? Method for tracking provenance in evolving metadata schemata. Loosely related to schema evolution???;;2-s2.0-85035201702;Provenance description of metadata application profiles for long-term maintenance of metadata schemas.;Chunqiu Li, Shigeo Sugimoto;2018;J. Documentation;Journal Articles;https://doi.org/10.1108/JD-03-2017-0042;74;1;10.1108/JD-03-2017-0042
journals/jdm/LiuTC13a;JOIN;Y;;302;302;302;302: Relational;;499;422, 431;422, 431;"422: Method (not fully automated)
431: Tool";;622;622;622;622: Impact to external source code when the logical schema changes;;Graph model how attributes depend upon each other in the presence of applications with SQL statements;Analysis of schema changes impact to application through static analysis and attribute graph construction;2-s2.0-84887481105;Aiding Maintenance of Database Applications Through Extracting Attribute Dependency Graph.;Kaiping Liu, Hee Beng Kuan Tan, Xu Chen;2013;J. Database Manag.;Journal Articles;https://doi.org/10.4018/jdm.2013010102;24;1;10.4018/JDM.2013010102
journals/jdwm/AhmedZVW21;JOIN;Y;301, 302;;302;302;302: Relational;411, 401;;411;411;411: Algebra;677, 611, 678;;611, 677;677, 611, 678;"677: Schema version management techniques
611: SMOs/Languages/Rigorous Models for schema evolution
678: Handling of schema mappings among any two schemata";SMOs - mutidimensional model - multiversion;;Data warehouse model (relational?) A model for schema evolution and versioning in DW (SMOs);2-s2.0-85117043359;Schema Evolution in Multiversion Data Warehouses.;Waqas Ahmed , Esteban Zimányi, Alejandro A. Vaisman, Robert Wrembel;2021;Int. J. Data Warehous. Min.;Journal Articles;https://doi.org/10.4018/ijdwm.2021100101;17;4;10.4018/IJDWM.2021100101
journals/jodsn/VassiliadisZ17;JOIN;Y;302;302;;302;302: Relational;402;402;;402;402: Empirical Study;650;650;;650;650: Understanding how schemata evolve;;Case study on patterns of how tables die, and how tables change;;2-s2.0-85034660907;"Schema Evolution Survival Guide for Tables: Avoid Rigid Childhood and You&apos;re En Route to a Quiet Life.";Panos Vassiliadis, Apostolos V. Zarras;2017;J. Data Semant.;Journal Articles;https://doi.org/10.1007/s13740-017-0083-x;6;4;10.1007/S13740-017-0083-X
journals/jss/OvereemSJB21;JOIN;Y;309;;309;309;309: Other;402;;402;402;402: Empirical Study;650;;650;650;650: Understanding how schemata evolve;Event sourcing in systems;;Study on schema evolution in event sourced systems;2-s2.0-85104285415;An empirical characterization of event sourced systems and their schema evolution - Lessons from industry.;Michiel Overeem, Marten Spoor, Slinger Jansen, Sjaak Brinkkemper;2021;J. Syst. Softw.;Journal Articles;https://doi.org/10.1016/j.jss.2021.110970;178;;10.1016/J.JSS.2021.110970
journals/jss/RamosVidalACLPP25;JOIN;Y;302;;301, 302;302;302: Relational;431, 422;;422;422, 431;"422: Method (not fully automated)
431: Tool";631, 641;;631;631;631: Guaranteeing the correctness/validity of schema and application code coevolution;Software product lines;;(Feature based schema adaptation, Conceptual) Adaptation of schema and data during configuration changes in software product lines;2-s2.0-85211229375;SPL-DB-Sync: Seamless database transformation during feature-driven changes.;Delfina Ramos-Vidal, Wesley K. G. Assunção, Alejandro Cortiñas , Miguel R. Luaces, Oscar Pedreira, Ángeles Saavedra Places;2025;J. Syst. Softw.;Journal Articles;https://doi.org/10.1016/j.jss.2024.112285;222;;10.1016/J.JSS.2024.112285
journals/jss/SuarezOteroMCT23;JOIN;Y;301, 305;;301, 305;301, 305;"301: Conceptual (ER/UML/Other)
305: NoSQL (Graph/ JSON/Key-Value/Other)";401, 421, 431;;431, 421;431, 421;"431: Tool
421: Algorithm (fully automated)";632, 678;;678, 632;678, 632;"678: Handling of schema mappings among any two schemata
632: Guaranteeing the correctness/validity of conceptual and logical schema coevolution";model;;(Schema change mapping among models) Map conceptual model changes to schema updates on a ColumnDB;2-s2.0-85160005806;CoDEvo: Column family database evolution using model transformations.;Pablo Suárez-Otero, Michael J. Mior, María José Suárez-Cabal, Javier Tuya;2023;J. Syst. Softw.;Journal Articles;https://doi.org/10.1016/j.jss.2023.111743;203;;10.1016/J.JSS.2023.111743
journals/programming/EdwardsPSL24;JOIN;Y;307;;307;307;307: Model-Independent;401;;401;401;401: General Framework;680, 631;;631;680, 631;"680: General observations/concepts/guidelines around schema evolution
631: Guaranteeing the correctness/validity of schema and application code coevolution";Live programming systems. Irrrelevnat?;;Scenarios of schema and code evolution;2-s2.0-85212498950;Schema Evolution in Interactive Programming Systems.;Jonathan Edwards, Tomas Petricek , Tijs van der Storm, Geoffrey Litt;2024;Art Sci. Eng. Program.;Journal Articles;https://doi.org/10.22152/programming-journal.org/2025/9/2;9;1;10.22152/PROGRAMMING-JOURNAL.ORG/2025/9/2
journals/pvldb/AntonopoulosCDJKKKOPRST25;JOIN;Y;302;;302;302;302: Relational;432, 421, 402;;432, 402;432;432: DBMS internal mechanism;677, 635;;635;677, 635;"677: Schema version management techniques
635: Guaranteeing the zerodowntime of the evolution of a working system";;;(Schema evolution mechanisms - Zerodowmtime evolution), DBMS support for interleaving schema evolution operations with normal workload processing of the DBMS;2-s2.0-105016541198;MD-MVCC: Multi-version Concurrency Control for Schema Changes in Azure SQL Database.;Panagiotis Antonopoulos, Mansi Chauhan, Shailender Dabas, Rajat Jain, Darshan Kattera, Wonseok Kim, Hanuma Kodavalla, Nikolas Ogg, Prashanth Purnananda, Rahul Ranjan, Alex Swanson, Divyesh Tikmani;2025;Proc. VLDB Endow.;Journal Articles;https://www.vldb.org/pvldb/vol18/p4791-antonopoulos.pdf;18;12;
journals/pvldb/Hu0Z22;JOIN;Y;302;;302;302;302: Relational;421, 432;;432, 421;432, 421;"432: DBMS internal mechanism
421: Algorithm (fully automated)";635, 677;;635;677, 635;"677: Schema version management techniques
635: Guaranteeing the zerodowntime of the evolution of a working system";;;(Schema update mechanisms), method for inline (transactional, non blocking) schema evolution;2-s2.0-85143426554;Online Schema Evolution is (almost) Free for Snapshot Databases.;Tianxun Hu, Tianzheng Wang , Qingqing Zhou;2022;Proc. VLDB Endow.;Journal Articles;https://www.vldb.org/pvldb/vol16/p140-hu.pdf;16;2;10.14778/3565816.3565818
journals/pvldb/RaeRSSV13;JOIN;Y;;305;305;305;305: NoSQL (Graph/ JSON/Key-Value/Other);;432;432, 412;432, 412;"432: DBMS internal mechanism
412: Theoretical Proof";;677, 634;635, 634;677, 635, 634;"677: Schema version management techniques
635: Guaranteeing the zerodowntime of the evolution of a working system
634: Guaranteeing the correctness/validity of schema constraints during evolution";;Protocol for asynchronous schema evolution in a distributed system without data corruption;(Schema update mechanisms) Distributed Key-Value store, formal modelling of SMOs and their impact on data consistency when applied eagerly and asynchronously to multiple servers;2-s2.0-84891043875;Online, Asynchronous Schema Change in F1.;Ian Rae, Eric Rollins, Jeff Shute, Sukhdeep S. Sodhi, Radek Vingralek;2013;Proc. VLDB Endow.;Journal Articles;http://www.vldb.org/pvldb/vol6/p1045-rae.pdf;6;11;10.14778/2536222.2536230
journals/pvldb/ZhangQSTGSL25;JOIN;Y;302;;302;302;302: Relational;403, 402, 422;;402, 403;403, 402;"403: Benchmark
402: Empirical Study";623;;623;623;623: Impact to external services when the logical schema changes;;;Reject, Topic: Neural SQL generation under schema evolution;2-s2.0-105021397911;EVOSCHEMA: TOWARDS TEXT-TO-SQL ROBUSTNESS AGAINST SCHEMA EVOLUTION.;Tianshu Zhang , Kun Qian , Siddhartha Sahai, Yuan Tian, Shaddy Garg, Huan Sun , Yunyao Li;2025;Proc. VLDB Endow.;Journal Articles;https://www.vldb.org/pvldb/vol18/p3655-zhang.pdf;18;10;
journals/scp/CleveGMMW15;JOIN;Y;302;302;;302;302: Relational;402;402;;402;402: Empirical Study;650, 680;650;;650;650: Understanding how schemata evolve;;Case study on schema evolution;;2-s2.0-84910118991;Understanding database schema evolution: A case study.;Anthony Cleve, Maxime Gobert , Loup Meurice, Jerome Maes, Jens H. Weber;2015;Sci. Comput. Program.;Journal Articles;https://doi.org/10.1016/j.scico.2013.11.025;97;;10.1016/J.SCICO.2013.11.025
journals/sncs/AkazawaMS22;JOIN;Y;305;;305;305;305: NoSQL (Graph/ JSON/Key-Value/Other);421, 411;;421;421, 411;"421: Algorithm (fully automated)
411: Algebra";646, 622;;646;633;633: Guaranteeing the correctness/validity of peripheral constructs during evolution;shape path queries RDF;;XPath query rewriting under schema evolution;2-s2.0-85129703354;An Algorithm for Transforming Property Path Query Based on Shape Expression Schema Update.;Goki Akazawa, Naoto Matsubara, Nobutaka Suzuki;2022;SN Comput. Sci.;Journal Articles;https://doi.org/10.1007/s42979-022-01086-0;3;3;10.1007/S42979-022-01086-0
journals/sosym/MilovanovicM15;JOIN;Y;301, 302;301, 302;;301, 302;"301: Conceptual (ER/UML/Other)
302: Relational";431, 422, 402;431, 422;;431, 422;"431: Tool
422: Method (not fully automated)";672, 632;632, 678;;672, 678, 632;"672: Computing the diff of two schemata
678: Handling of schema mappings among any two schemata
632: Guaranteeing the correctness/validity of conceptual and logical schema coevolution";;Tool and method to synchronize schema evolution with the evolution of the class/UML model on top of it;;2-s2.0-84940960925;An interactive tool for UML class model evolution in database applications.;Vukasin Milovanovic, Dragan Milicev;2015;Softw. Syst. Model.;Journal Articles;https://doi.org/10.1007/s10270-013-0378-9;14;3;10.1007/S10270-013-0378-9
journals/spe/PereiraPO17;JOIN;Y;304, 301;304;;304;304: Object Oriented DBs;401, 431;431;;431;431: Tool;631;631;;631;631: Guaranteeing the correctness/validity of schema and application code coevolution;object-oriented databases - orthogonal object-oriented persistent programming systems;Aspect-oriented tool for supporting schema and software co-evolution, as well as data migration;;2-s2.0-84973664231;Modularizing application and database evolution - an aspect-oriented framework for orthogonal persistence.;Rui Humberto R. Pereira, J. Baltasar García Pérez-Schofield, Francisco Ortin;2017;Softw. Pract. Exp.;Journal Articles;https://doi.org/10.1002/spe.2415;47;2;10.1002/SPE.2415
journals/tkde/ChillonKRM24;JOIN;Y;302, 305;;305;302, 305;"302: Relational
305: NoSQL (Graph/ JSON/Key-Value/Other)";413, 411, 431, 412;;411, 413, 431;411, 413, 431;"411: Algebra
413: Language
431: Tool";611;;611;611;611: SMOs/Languages/Rigorous Models for schema evolution;New taxonomy;;(SMOs) Language for schema change operations to support schema evolution;2-s2.0-85184819638;A Generic Schema Evolution Approach for NoSQL and Relational Databases.;Alberto Hernández Chillón, Meike Klettke, Diego Sevilla Ruiz, Jesús García Molina;2024;IEEE Trans. Knowl. Data Eng.;Journal Articles;https://doi.org/10.1109/TKDE.2024.3362273;36;7;10.1109/TKDE.2024.3362273
journals/toit/GenevesLQ11;JOIN;Y;;303;303;303;303: XML;;422, 431, 411;411, 431;422, 431, 411;"422: Method (not fully automated)
431: Tool
411: Algebra";;621;621;621;621: Impact to peripheral constructs when the core schema changes;;Data migration and query rewritting for evolving XML documents;A logical framework and tool for verifying the impact of XML schema evolution on document validity and XPath queries;2-s2.0-80051945758;Impact of XML Schema Evolution.;Pierre Genevès, Nabil Layaïda, Vincent Quint;2011;ACM Trans. Internet Techn.;Journal Articles;https://doi.org/10.1145/1993083.1993087;11;1;10.1145/1993083.1993087
journals/tosem/PerezRZ25;JOIN;Y;302;;302;302;302: Relational;422, 401, 431;;422, 431;422, 431;"422: Method (not fully automated)
431: Tool";647, 611;;647;647;647: Storing provenance information for data migration;Eclipse plugin Data provenance database evolution SMOs DMOs;;(Provenance) Schema evolution operators and representation of schema and data provenance during evolution;2-s2.0-86000540022;PROV-IDEA: Supporting Interoperable Schema and Data Provenance within Database Evolution.;Beatriz Pérez , Ángel Luis Rubio, María A. Zapata;2025;ACM Trans. Softw. Eng. Methodol.;Journal Articles;https://doi.org/10.1145/3697008;34;3;10.1145/3697008
journals/tse/PiccioniOM13;JOIN;Y;;304;304;304;304: Object Oriented DBs;;402, 431, 421;411, 421, 402, 431;411, 421, 402, 431;"411: Algebra
421: Algorithm (fully automated)
402: Empirical Study
431: Tool";;650;611;611, 650;"611: SMOs/Languages/Rigorous Models for schema evolution
650: Understanding how schemata evolve";;Case studies on how persistent OO data change and tool for version management and data migration;(Schema Modification Operators), Class definitions,;2-s2.0-84873323832;Class Schema Evolution for Persistent Object-Oriented Software: Model, Empirical Study, and Automated Support.;Marco Piccioni, Manuel Oriol, Bertrand Meyer;2013;IEEE Trans. Software Eng.;Journal Articles;https://doi.org/10.1109/TSE.2011.123;39;2;10.1109/TSE.2011.123
journals/tweb/BleifussBNS25;JOIN;Y;309;;309;309;309: Other;421;;421;421;421: Algorithm (fully automated);662;;662;662;662: Recommendations for specific, focused schema changes;Wikipedia tables / schema change recommendation;;Wikipedia tables, (Schema change recommendation) using , applies on web tables (tables in wikipedia pages);2-s2.0-105018576205;Schema Change Recommendation for User-Curated Webtables Using Temporal Data.;Tobias Bleifuß, Leon Bornemann, Felix Naumann, Divesh Srivastava;2025;ACM Trans. Web;Journal Articles;https://doi.org/10.1145/3742920;19;3;10.1145/3742920
journals/vldb/CurinoMDZ13;JOIN;Y;;302;302;302;302: Relational;;412, 411, 413, 421;431, 411, 421, 412;431, 411, 413, 421, 412;"431: Tool
411: Algebra
413: Language
421: Algorithm (fully automated)
412: Theoretical Proof";;633, 634, 611, 650, 646;646, 634;646, 633, 634, 611;"646: Data migration virtually via query/view rewriting
633: Guaranteeing the correctness/validity of peripheral constructs during evolution
634: Guaranteeing the correctness/validity of schema constraints during evolution
611: SMOs/Languages/Rigorous Models for schema evolution";;Case study, algebra and language for SMOs , data migration and query rewritting;(Schema transformation patterns) SMOs for db evolution and handling of constraints and queries, tool implementation and;2-s2.0-84872670627;Automating the database schema evolution process.;Carlo Curino, Hyun Jin Moon, Alin Deutsch, Carlo Zaniolo;2013;VLDB J.;Journal Articles;https://doi.org/10.1007/s00778-012-0302-x;22;1;10.1007/S00778-012-0302-X
2-s2.0-105018462172;SCOPUS;Y;307;;307;307;307: Model-Independent;421;;421;421;421: Algorithm (fully automated);635;;635;635;635: Guaranteeing the zerodowntime of the evolution of a working system;A theoretical framework for schema evolution in distributed databases using graphs and consistency modeling and proposing protocols.;;Algorithm and protocol for zero-downtime in a distributed schema evolution setting by relaxing consistency guarantees;2-s2.0-105018462172;Zero-Downtime Schema Evolution in Distributed Databases: A Theoretical Framework;Hazarika A.V., Banerjee M.;2025;2025 IEEE International Conference on Computer, Electronics, Electrical Engineering and their Applications, IC2E3 2025;Conference paper;https://www.scopus.com/pages/publications/105018462172?origin=resultslist;;;10.1109/IC2E365635.2025.11167401
2-s2.0-105022936825;SCOPUS;Y;;309;309;309;309: Other;;422;422;422;422: Method (not fully automated);;662;662;662;662: Recommendations for specific, focused schema changes;;Improved v. of d260;[AI/ML] Rule-based, LLM assisted selection of schema change strategies in event sourced systems;2-s2.0-105022936825;DEVELOPMENT OF A RULE-BASED LLM PROMPTING METHOD FOR HIGH-ACCURACY EVENT-SCHEMA EVOLUTION;Malyi R., Serdyuk P.;2025;Technology Audit and Production Reserves;Article;https://www.scopus.com/pages/publications/105022936825?origin=resultslist;5;2;10.15587/2706-5448.2025.342365
2-s2.0-105026657119;SCOPUS;Y;;302, 305;302,305;302,305;"302: Relational
305: NoSQL (Graph/ JSON/Key-Value/Other)";;422;422;422;422: Method (not fully automated);;644;644,661;644,661;"644: Efficiently performing eager data migration
661: Method/guidelines/hints on how to evolve a schema as a sequence of steps";;A GNN for translating relational to Mongo;[AI/ML][RDB2NoSQL] ML assisted method for schema and data migration among different models;2-s2.0-105026657119;AI-Assisted Schema Translation and Verified Migration: From Object-Relational Models to NoSQL Document-Oriented Stores;Toufik F., Aouragh A.A., Khalil A.;2025;International Journal of Advanced Computer Science and Applications;Article;https://www.scopus.com/pages/publications/105026657119?origin=resultslist;16;11;10.14569/IJACSA.2025.0161194
2-s2.0-105030447085;SCOPUS;Y;;305;305;305;305: NoSQL (Graph/ JSON/Key-Value/Other);;422;422;422;422: Method (not fully automated);;662;662;662;662: Recommendations for specific, focused schema changes;;RDF schema evolution via Reinforcement Learning;[AI/ML] Dynamic NoSQL schema evolution based on mapping of data structure to RDFS and using ML to recommend schema evolution actions;2-s2.0-105030447085;Reinforcement Learning for Dynamic RDF Schema Evolution in NoSQL Databases;Belefqih S., Barchane M., Zellou A., Doumi K., Benlahmar E.;2025;SITA 2025 - 15th International Conference on Intelligent Systems: Theories and Applications;Conference paper;https://www.scopus.com/pages/publications/105030447085?origin=resultslist;;;10.1109/SITA67914.2025.11273715
2-s2.0-105031555192;SCOPUS;Y;;302;302;302;302: Relational;;422;422;422;422: Method (not fully automated);;642;642;642;642: Cross vendor data migration;;Cross vendor migration from MS Server to Posgres via Deep learning;[AI/ML] method for cross vendor migration from SQL server to Aurora Postgres;2-s2.0-105031555192;AI in Database Modernization: Streamlining On-Prem to Babelfish Aurora PostgreSQL Migrations;Mohanty M.R., Rao S.K., Agrawal S.K., Zakhmi K., Melath V., Kasralikar P.;2025;2025 International Conference on Sustainability, Innovation and Technology, ICSIT 2025;Conference paper;https://www.scopus.com/pages/publications/105031555192?origin=resultslist;;;10.1109/ICSIT65336.2025.11295140
2-s2.0-105032726317;SCOPUS;Y;;309;309;309;309: Other;;422;422;422;422: Method (not fully automated);;662;662;662;662: Recommendations for specific, focused schema changes;;Prompt engineering to assess how LLMs can be used to adapt schemata, given a sequence of change requests. See also d331;[AI/ML] LLMs for recommendation of schema changes in event sourced systems based on various parameters (data volume, downtime sensitivity, budget, maintainability etc);2-s2.0-105032726317;Large Language Models for Schema Evolution in Event-Sourced Systems;Malyi R., Serdyuk P.;2025;Proceedings of the IEEE International Conference on Intelligent Data Acquisition and Advanced Computing Systems: Technology and Applications, IDAACS;Conference paper;https://www.scopus.com/pages/publications/105032726317?origin=resultslist;;;10.1109/IDAACS68557.2025.11321978
2-s2.0-105035352174;SCOPUS;Y;;302, 305;302,305;302,305;"302: Relational
305: NoSQL (Graph/ JSON/Key-Value/Other)";;421, 431;421,431;421,431;"421: Algorithm (fully automated)
431: Tool";;644;644,661;644;644: Efficiently performing eager data migration;;Tool for log-based migration from RDB to Mongo;[RDB2NOSQL] Tool for data migration from RDB to NoSQL utlizing database logs to estimate workload and recommend appropriate NoSQL schema.;2-s2.0-105035352174;Development of Migration Tool from Relational Database to Document - Oriented NoSQL Database Utilizing Relational Database Logs;Santoso F.B.L.A., Hartono L.V.T.;2025;2025 International Conference on ICT for Smart Society, ICISS 2025;Conference paper;https://www.scopus.com/pages/publications/105035352174?origin=resultslist;;;10.1109/ICISS66954.2025.11389604
2-s2.0-84861842424;SCOPUS;Y;307;;302;302;302: Relational;422;;422;422;422: Method (not fully automated);646;;646;646;646: Data migration virtually via query/view rewriting;Upgrade Saas storage schemas using metadata and query rewriting;;Method for evolution of a sparse table in multi-tenant SaaS applications to a new version;2-s2.0-84861842424;Data storage schema upgrade via metadata evolution in SaaS;Liu H., Wu S.;2012;2012 2nd International Conference on Consumer Electronics, Communications and Networks, CECNet 2012 - Proceedings;Conference paper;https://www.scopus.com/pages/publications/84861842424?origin=resultslist;;;10.1109/CECNet.2012.6201658
2-s2.0-84869035081;SCOPUS;Y;304;304;;304;304: Object Oriented DBs;431;431;;431;431: Tool;677;677;;677;677: Schema version management techniques;Evolution of an object-oriented database in the context of orthogonal persistent programming systems is addressed. It is a framework for accessing data of different versions.;Method (toll-based) to port classes of a OODB to a new version, along with the data;;2-s2.0-84869035081;Database evolution on an orthogonal persistent programming system: A semi-transparent approach;Pereira R.H.R., Perez-Schofield J.B.G.;2012;Iberian Conference on Information Systems and Technologies, CISTI;Conference paper;https://www.scopus.com/pages/publications/84869035081?origin=resultslist;;;
2-s2.0-84876314550;SCOPUS;Y;302;;302;302;302: Relational;421;;411,421;421;421: Algorithm (fully automated);635, 661;;635,661;635, 661;"635: Guaranteeing the zerodowntime of the evolution of a working system
661: Method/guidelines/hints on how to evolve a schema as a sequence of steps";Migrating applications through consecutive schemas using operators, cost models and a genetic algorithm for optimum paths and zero downtime;;Progressive schema migration for long term coexistence of two application versions (avoid operation of two database versions);2-s2.0-84876314550;Enabling migration of enterprise applications in SaaS via progressive schema evolution;Yan J., Zhang B.;2011;Lecture Notes in Business Information Processing;Conference paper;https://www.scopus.com/pages/publications/84876314550?origin=resultslist;74 LNBIP;;10.1007/978-3-642-19294-4_10
2-s2.0-84890886044;SCOPUS;Y;302, 308;302, 308;;302, 308;"302: Relational
308: ORM";422;422;;422;422: Method (not fully automated);661;661;;661;661: Method/guidelines/hints on how to evolve a schema as a sequence of steps;Automatic way to migrate from relational to object relational using metadata and object inheritance. A prototype was built.;sequence of steps to port data from a relational schema to an object-relational schema;;2-s2.0-84890886044;The migration of data from a Relational Database (RDB) to an Object Relational (ORDB) Database;Bahaj M., El Alami A.;2013;Journal of Theoretical and Applied Information Technology;Article;https://www.scopus.com/pages/publications/84890886044?origin=resultslist;58;2;
2-s2.0-84904489076;SCOPUS;Y;;302;302;302;302: Relational;;431;431;431;431: Tool;;622,631;622,631;622,631;"622: Impact to external source code when the logical schema changes
631: Guaranteeing the correctness/validity of schema and application code coevolution";;Tool for test generation for integrity constraint violation, on the basis of schema modifications;REJECT? They describe a method without any concrete details;2-s2.0-84904489076;A tool for test case impact analysis of database schema changes using use cases;Jainae J., Suwannasart T.;2014;ICISA 2014 - 2014 5th International Conference on Information Science and Applications;Conference paper;https://www.scopus.com/pages/publications/84904489076?origin=resultslist;;;10.1109/ICISA.2014.6847346
2-s2.0-84946690059;SCOPUS;Y;302;;302;302;302: Relational;401;;401;401;401: General Framework;678;;678;678;678: Handling of schema mappings among any two schemata;Taxonomy on schema-change methods and framework for different evolution scenarios;;Representation of schema changes in first order logic;2-s2.0-84946690059;A taxonomy of changes in schema evolution;Masood N., Andleeb N.;2014;2014 International Conference on Computational Science and Technology, ICCST 2014;Conference paper;https://www.scopus.com/pages/publications/84946690059?origin=resultslist;;;10.1109/ICCST.2014.7045196
2-s2.0-84971378898;SCOPUS;Y;302, 304;302, 308;;302,304;"302: Relational
304: Object Oriented DBs";422;422;;422;422: Method (not fully automated);661;661;;661;661: Method/guidelines/hints on how to evolve a schema as a sequence of steps;Automatic way to migrate from relational to object oriented using semantic enrichment and a meta model. A prototype was built.;sequence of steps to port data from a relational schema to an object-relational schema;;2-s2.0-84971378898;Migration of a relational database RDB to an object oriented database OODB;El Alami A., Bahaj M., Cherti I.;2016;Journal of Theoretical and Applied Information Technology;Article;https://www.scopus.com/pages/publications/84971378898?origin=resultslist;87;3;
2-s2.0-85042182832;SCOPUS;Y;302;302;;302;302: Relational;422;422;;422;422: Method (not fully automated);677;661, 677;;661, 677;"661: Method/guidelines/hints on how to evolve a schema as a sequence of steps
677: Schema version management techniques";An automatic approach for migrating a MySQL database into HBase within the Hadoop ecosystem using semantic enrichment and object oriented extraction.;Method to trace the changes to a db schema in an organized fashion that stores chage requests and pre-processes them for their impact;;2-s2.0-85042182832;Version control on database schema and test cases from functional requirements⇔ input changes;Kiatphao P., Suwannasart T.;2017;Lecture Notes in Engineering and Computer Science;Conference paper;https://www.scopus.com/pages/publications/85042182832?origin=resultslist;2227;;
