,search_terms,term_1,term_2,title,authors,year,venue,type,key,url,ee,pages,volume,number,publisher,isbn,doi
760,Schemas Adapt,Schemas,Adapt,Analyse et adaptation de maillage pour des schémas non-oscillatoires d&apos;ordre élevé. (Analysis and mesh adaptation for high order non-oscillatory schemes).,['Alexandre Carabias'],2013,,Books and Theses,phd/hal/Carabias13,https://dblp.org/rec/phd/hal/Carabias13,https://tel.archives-ouvertes.fr/tel-00914214,,,,,,
761,Schemas Adapt,Schemas,Adapt,Adaptation de maillages pour des schémas numériques d&apos;ordre très élevé. (Mesh adaptation for very high order numerical schemes).,['Estelle Mbinky'],2013,,Books and Theses,phd/hal/Mbinky13,https://dblp.org/rec/phd/hal/Mbinky13,https://tel.archives-ouvertes.fr/tel-00923773,,,,,,
764,Schemas Adapt,Schemas,Adapt,XML-Schemaevolution: Änderung eines XML-Schemas mit automatisierter Adaption assoziierter XML-Dokumente.,['Thomas Nösinger'],2016,,Books and Theses,phd/dnb/Nosinger16,https://dblp.org/rec/phd/dnb/Nosinger16,https://d-nb.info/1116288958,1-316,,,,,
765,Schemas Adapt,Schemas,Adapt,Clay: Fine-Grained Adaptive Partitioning for General Database Schemas.,"['Marco Serafini', 'Rebecca Taft', 'Aaron J. Elmore', 'Andrew Pavlo', 'Ashraf Aboulnaga', 'Michael Stonebraker']",2016,Proc. VLDB Endow.,Journal Articles,journals/pvldb/SerafiniTEPAS16,https://dblp.org/rec/journals/pvldb/SerafiniTEPAS16,http://www.vldb.org/pvldb/vol10/p445-serafini.pdf,445-456,10,4,,,10.14778/3025111.3025125
766,Schemas Adapt,Schemas,Adapt,Adaptive Global Schema Generation from Heterogeneous Metadata Schemas.,"['Rim Zghal Rebaï', 'Fatma Mnif', 'Corinne Amel Zayani', 'Ikram Amous']",2015,KES,Conference and Workshop Papers,conf/kes/RebaiMZA15,https://dblp.org/rec/conf/kes/RebaiMZA15,https://doi.org/10.1016/j.procs.2015.08.119,197-205,,,,,10.1016/J.PROCS.2015.08.119
767,Schemas Adapt,Schemas,Adapt,Adapting Workflows Using Generic Schemas: Application to the Security of Business Processes.,"['Ronan-Alexandre Cherrueau', 'Mario Südholt', 'Omar Chebaro']",2013,CloudCom,Conference and Workshop Papers,conf/cloudcom/CherrueauSC13,https://dblp.org/rec/conf/cloudcom/CherrueauSC13,https://doi.org/10.1109/CloudCom.2013.75,519-524,,,,,10.1109/CLOUDCOM.2013.75
768,Schemas Adapt,Schemas,Adapt,Feature-Based Adaptation of Database Schemas.,"['Marco Mori', 'Anthony Cleve']",2012,MOMPES,Conference and Workshop Papers,conf/mompes/MoriC12,https://dblp.org/rec/conf/mompes/MoriC12,https://doi.org/10.1007/978-3-642-38209-3_6,85-105,,,,,10.1007/978-3-642-38209-3_6
769,Schemas Adapt,Schemas,Adapt,Self-Healing Data Exchange Process under Evolving Schemas: A New Mapping Adaptation Approach Based on Self-Optimization.,"['Hicham Assoudi', 'Hakim Lounis']",2011,HASE,Conference and Workshop Papers,conf/hase/AssoudiL11,https://dblp.org/rec/conf/hase/AssoudiL11,https://doi.org/10.1109/HASE.2011.42,188-190,,,,,10.1109/HASE.2011.42
779,Schemas Adaptation,Schemas,Adaptation,Schémas d&apos;adaptations algorithmiques sur les nouveaux supports d&apos;éxécution parallèles. (Algorithmic adaptations schemas on the new parallel platforms).,['Sami Achour'],2013,,Books and Theses,phd/hal/Achour13,https://dblp.org/rec/phd/hal/Achour13,https://tel.archives-ouvertes.fr/tel-01551787,,,,,,
780,Schemas Adaptation,Schemas,Adaptation,Analyse et adaptation de maillage pour des schémas non-oscillatoires d&apos;ordre élevé. (Analysis and mesh adaptation for high order non-oscillatory schemes).,['Alexandre Carabias'],2013,,Books and Theses,phd/hal/Carabias13,https://dblp.org/rec/phd/hal/Carabias13,https://tel.archives-ouvertes.fr/tel-00914214,,,,,,
781,Schemas Adaptation,Schemas,Adaptation,Adaptation de maillages pour des schémas numériques d&apos;ordre très élevé. (Mesh adaptation for very high order numerical schemes).,['Estelle Mbinky'],2013,,Books and Theses,phd/hal/Mbinky13,https://dblp.org/rec/phd/hal/Mbinky13,https://tel.archives-ouvertes.fr/tel-00923773,,,,,,
783,Schemas Adaptation,Schemas,Adaptation,Feature-Based Adaptation of Database Schemas.,"['Marco Mori', 'Anthony Cleve']",2012,MOMPES,Conference and Workshop Papers,conf/mompes/MoriC12,https://dblp.org/rec/conf/mompes/MoriC12,https://doi.org/10.1007/978-3-642-38209-3_6,85-105,,,,,10.1007/978-3-642-38209-3_6
784,Schemas Adaptation,Schemas,Adaptation,Self-Healing Data Exchange Process under Evolving Schemas: A New Mapping Adaptation Approach Based on Self-Optimization.,"['Hicham Assoudi', 'Hakim Lounis']",2011,HASE,Conference and Workshop Papers,conf/hase/AssoudiL11,https://dblp.org/rec/conf/hase/AssoudiL11,https://doi.org/10.1109/HASE.2011.42,188-190,,,,,10.1109/HASE.2011.42
790,Schemas Modification,Schemas,Modification,Looking at image schemas: Combinations and modifications.,"['Michael J. Spivey', 'Teenie Matlock']",2023,CogSci,Conference and Workshop Papers,conf/cogsci/SpiveyM23,https://dblp.org/rec/conf/cogsci/SpiveyM23,https://escholarship.org/uc/item/5gr8v1jb,,,,,,
793,Schemata Evolution,Schemata,Evolution,Evolution von XML-Schemata auf konzeptioneller Ebene - Übersicht: Der CodeX-Ansatz zur Lösung des Gültigkeitsproblems.,"['Thomas Nösinger', 'Meike Klettke', 'Andreas Heuer 0001']",2012,Grundlagen von Datenbanken,Conference and Workshop Papers,conf/gvd/NosingerKH12,https://dblp.org/rec/conf/gvd/NosingerKH12,https://ceur-ws.org/Vol-850/paper_noesinger.pdf,29-34,,,,,
805,Schemata Maintenance,Schemata,Maintenance,Synthesizing Third Normal Form Schemata that Minimize Integrity Maintenance and Update Overheads: Parameterizing 3NF by the Numbers of Minimal Keys and Functional Dependencies.,"['Zhuoxing Zhang', 'Sebastian Link']",2025,Proc. ACM Manag. Data,Journal Articles,journals/pacmmod/ZhangL25,https://dblp.org/rec/journals/pacmmod/ZhangL25,https://doi.org/10.1145/3725362,225:1-225:25,3,3,,,10.1145/3725362
807,Schemata History,Schemata,History,Program schemata technique for propositional program logics: A 30-year history.,"['Nikolay V. Shilov 0002', 'Svetlana O. Shilova', 'A. Yu. Bernshtein']",2016,Program. Comput. Softw.,Journal Articles,journals/pcs/ShilovSB16,https://dblp.org/rec/journals/pcs/ShilovSB16,https://doi.org/10.1134/S036176881604006X,239-256,42,4,,,10.1134/S036176881604006X
810,Schemata Update,Schemata,Update,Synthesizing Third Normal Form Schemata that Minimize Integrity Maintenance and Update Overheads: Parameterizing 3NF by the Numbers of Minimal Keys and Functional Dependencies.,"['Zhuoxing Zhang', 'Sebastian Link']",2025,Proc. ACM Manag. Data,Journal Articles,journals/pacmmod/ZhangL25,https://dblp.org/rec/journals/pacmmod/ZhangL25,https://doi.org/10.1145/3725362,225:1-225:25,3,3,,,10.1145/3725362
813,Schemata Adapt,Schemata,Adapt,Empowering crisis information extraction through actionability event schemata and domain-adaptive pre-training.,"['Yuhao Zhang', 'Siaw Ling Lo', 'Phyo Yi Win Myint']",2025,Inf. Manag.,Journal Articles,journals/iam/ZhangLM25,https://dblp.org/rec/journals/iam/ZhangLM25,https://doi.org/10.1016/j.im.2024.104065,104065,62,1,,,10.1016/J.IM.2024.104065
815,Database Evolution,Database,Evolution,"Empirical substitution models of protein evolution: database, relationships, and modeling considerations.","['Paula Iglesias-Rivas', 'Roberto Del Amparo', 'Javier A Cabaleiro', 'Miguel Arenas']",2025,Database J. Biol. Databases Curation,Journal Articles,journals/biodb/IglesiasRivasACA25,https://dblp.org/rec/journals/biodb/IglesiasRivasACA25,https://doi.org/10.1093/database/baaf052,,2025,,,,10.1093/DATABASE/BAAF052
816,Database Evolution,Database,Evolution,AYbRAH: a curated ortholog database for yeasts and fungi spanning 600 million years of evolution.,"['Kevin Correia', 'Shi M. Yu', 'Radhakrishnan Mahadevan']",2019,Database J. Biol. Databases Curation,Journal Articles,journals/biodb/CorreiaYM19,https://dblp.org/rec/journals/biodb/CorreiaYM19,https://doi.org/10.1093/database/baz022,baz022,2019,,,,10.1093/DATABASE/BAZ022
817,Database Evolution,Database,Evolution,PopTargs: a database for studying population evolutionary genetics of human microRNA target sites.,"['Andrea Hatlen', 'Mohab Helmy', 'Antonio Marco']",2019,Database J. Biol. Databases Curation,Journal Articles,journals/biodb/HatlenHM19,https://dblp.org/rec/journals/biodb/HatlenHM19,https://doi.org/10.1093/database/baz102,baz102,2019,,,,10.1093/DATABASE/BAZ102
818,Database Evolution,Database,Evolution,RRMdb - an evolutionary-oriented database of RNA recognition motif sequences.,"['Martyna Nowacka', 'Pietro Boccaletto', 'Elzbieta Jankowska', 'Tomasz Jarzynka', 'Janusz M. Bujnicki', 'Stanislaw Dunin-Horkawicz']",2019,Database J. Biol. Databases Curation,Journal Articles,journals/biodb/NowackaBJJBD19,https://dblp.org/rec/journals/biodb/NowackaBJJBD19,https://doi.org/10.1093/database/bay148,bay148,2019,,,,10.1093/DATABASE/BAY148
819,Database Evolution,Database,Evolution,Evolutionary Database Design: Enhancing Data Abstraction Through Database Modularization to Achieve Graceful Schema Evolution.,"['Gustavo Bartz Guedes', 'Gisele Busichia Baioco', 'Regina Lúcia de Oliveira Moraes']",2016,DEXA,Conference and Workshop Papers,conf/dexa/GuedesBM16,https://dblp.org/rec/conf/dexa/GuedesBM16,https://doi.org/10.1007/978-3-319-44403-1_22,355-369,,,,,10.1007/978-3-319-44403-1_22
820,Database Evolution,Database,Evolution,MicRhoDE: a curated database for the analysis of microbial rhodopsin diversity and evolution.,"['Dominique Boeuf', 'Stéphane Audic', 'Loraine Brillet-Guéguen', 'Christophe Caron', 'Christian Jeanthon']",2015,Database J. Biol. Databases Curation,Journal Articles,journals/biodb/BoeufABCJ15,https://dblp.org/rec/journals/biodb/BoeufABCJ15,https://doi.org/10.1093/database/bav080,,2015,,,,10.1093/DATABASE/BAV080
821,Database Evolution,Database,Evolution,"Comparison of human cell signaling pathway databases - evolution, drawbacks and challenges.","['Saikat Chowdhury', 'Ram Rup Sarkar']",2015,Database J. Biol. Databases Curation,Journal Articles,journals/biodb/ChowdhuryS15,https://dblp.org/rec/journals/biodb/ChowdhuryS15,https://doi.org/10.1093/database/bau126,,2015,,,,10.1093/DATABASE/BAU126
822,Database Evolution,Database,Evolution,"EvoDB: a database of evolutionary rate profiles, associated protein domains and phylogenetic trees for PFAM-A.","['Andrew Ndhlovu', 'Pierre M. Durand', 'Scott Hazelhurst']",2015,Database J. Biol. Databases Curation,Journal Articles,journals/biodb/NdhlovuDH15,https://dblp.org/rec/journals/biodb/NdhlovuDH15,https://doi.org/10.1093/database/bav065,,2015,,,,10.1093/DATABASE/BAV065
826,Database Evolution,Database,Evolution,"Evolution of Relational Databases, NoSQL and Graph Databases.",['Meike Klettke'],2025,SPLC,Conference and Workshop Papers,conf/splc/Klettke25,https://dblp.org/rec/conf/splc/Klettke25,https://doi.org/10.1145/3744915.3749150,1,,,,,10.1145/3744915.3749150
827,Database Evolution,Database,Evolution,Self-adapting data migration in the context of schema evolution in NoSQL databases.,"['Andrea Hillenbrand', 'Uta Störl', 'Shamil Nabiyev', 'Meike Klettke']",2022,Distributed Parallel Databases,Journal Articles,journals/dpd/HillenbrandSNK22,https://dblp.org/rec/journals/dpd/HillenbrandSNK22,https://doi.org/10.1007/s10619-021-07334-1,5-25,40,1,,,10.1007/S10619-021-07334-1
828,Database Evolution,Database,Evolution,CHiSEL: a user-oriented framework for simplifing database evolution.,"['Robert Schuler', 'Carl Kesselman']",2021,Distributed Parallel Databases,Journal Articles,journals/dpd/SchulerK21,https://dblp.org/rec/journals/dpd/SchulerK21,https://doi.org/10.1007/s10619-020-07314-x,483-543,39,2,,,10.1007/S10619-020-07314-X
829,Database Evolution,Database,Evolution,MolluscDB: an integrated functional and evolutionary genomics database for the hyper-diverse animal phylum Mollusca.,"['Fuyun Liu', 'Yuli Li', 'Hongwei Yu', 'Lingling Zhang', 'Jingjie Hu', 'Zhenmin Bao', 'Shi Wang 0004']",2021,Nucleic Acids Res.,Journal Articles,journals/nar/LiuLYZHBW21,https://dblp.org/rec/journals/nar/LiuLYZHBW21,https://doi.org/10.1093/nar/gkaa918,D988-D997,49,Database-Issue,,,10.1093/NAR/GKAA918
830,Database Evolution,Database,Evolution,MolluscDB: an integrated functional and evolutionary genomics database for the hyper-diverse animal phylum Mollusca (Corrigendum).,"['Fuyun Liu', 'Yuli Li', 'Hongwei Yu', 'Lingling Zhang', 'Jingjie Hu', 'Zhenmin Bao', 'Shi Wang 0004']",2021,Nucleic Acids Res.,Journal Articles,journals/nar/LiuLYZHBW21a,https://dblp.org/rec/journals/nar/LiuLYZHBW21a,https://doi.org/10.1093/nar/gkaa1166,D1556,49,Database-Issue,,,10.1093/NAR/GKAA1166
831,Database Evolution,Database,Evolution,Managing structural and behavioral evolution in relational database: Application of Software engineering techniques. (Gérer les évolutions structurelles et comportementales des bases de données relationnelles :Applications des techniques d&apos;ingénierie logicielle).,['Julien Delplanque'],2020,,Books and Theses,phd/hal/Delplanque20,https://dblp.org/rec/phd/hal/Delplanque20,https://tel.archives-ouvertes.fr/tel-03116656,,,,,,
832,Database Evolution,Database,Evolution,A strategy for large-scale comparison of evolutionary- and reaction-based classifications of enzyme function.,"['Gemma L. Holliday', 'Shoshana D. Brown', 'David Mischel', 'Benjamin J. Polacco', 'Patricia C. Babbitt']",2020,Database J. Biol. Databases Curation,Journal Articles,journals/biodb/HollidayBMPB20,https://dblp.org/rec/journals/biodb/HollidayBMPB20,https://doi.org/10.1093/database/baaa034,,2020,,,,10.1093/DATABASE/BAAA034
833,Database Evolution,Database,Evolution,Progress in the study of genome size evolution in Asteraceae: analysis of the last update.,"['Daniel Vitales', 'Pol Fernández', 'Teresa Garnatje', 'Sònia Garcia']",2019,Database J. Biol. Databases Curation,Journal Articles,journals/biodb/VitalesFGG19,https://dblp.org/rec/journals/biodb/VitalesFGG19,https://doi.org/10.1093/database/baz098,baz098,2019,,,,10.1093/DATABASE/BAZ098
834,Database Evolution,Database,Evolution,COXPRESdb v7: a gene coexpression database for 11 animal species supported by 23 coexpression platforms for technical evaluation and evolutionary inference.,"['Takeshi Obayashi', 'Yuki Kagaya', 'Yuichi Aoki', 'Shu Tadaka', 'Kengo Kinoshita']",2019,Nucleic Acids Res.,Journal Articles,journals/nar/ObayashiKATK19,https://dblp.org/rec/journals/nar/ObayashiKATK19,https://doi.org/10.1093/nar/gky1155,D55-D62,47,Database-Issue,,,10.1093/NAR/GKY1155
835,Database Evolution,Database,Evolution,ALEdb 1.0: a database of mutations from adaptive laboratory evolution experimentation.,"['Patrick V. Phaneuf', 'Dennis Gosting', 'Bernhard O. Palsson', 'Adam M. Feist']",2019,Nucleic Acids Res.,Journal Articles,journals/nar/PhaneufGPF19,https://dblp.org/rec/journals/nar/PhaneufGPF19,https://doi.org/10.1093/nar/gky983,D1164-D1171,47,Database-Issue,,,10.1093/NAR/GKY983
836,Database Evolution,Database,Evolution,The OMA orthology database in 2018: retrieving evolutionary relationships among all domains of life through richer web and programmatic interfaces.,"['Adrian M. Altenhoff', 'Natasha M. Glover', 'Clément-Marie Train', 'Klara Kaleb', 'Alex Warwick Vesztrocy', 'David Dylus', 'Tarcisio M. Farias', 'Karina Zile', 'Charles Stevenson', 'Jiao Long', 'Henning Redestig', 'Gaston H. Gonnet', 'Christophe Dessimoz']",2018,Nucleic Acids Res.,Journal Articles,journals/nar/AltenhoffGTKVDF18,https://dblp.org/rec/journals/nar/AltenhoffGTKVDF18,https://doi.org/10.1093/nar/gkx1019,D477-D485,46,Database-Issue,,,10.1093/NAR/GKX1019
837,Database Evolution,Database,Evolution,ANISEED 2017: extending the integrated ascidian database to the exploration and evolutionary comparison of genome-scale datasets.,"['Matija Brozovic', 'Christelle Dantec', 'Justine Dardaillon', 'Delphine Dauga', 'Emmanuel Faure', 'Mathieu Gineste', 'Alexandra Louis', 'Magali Naville', 'Kazuhiro R. Nitta', 'Jacques Piette', 'Wendy Reeves', 'Céline Scornavacca', 'Paul Simion', 'Renaud Vincentelli', 'Maelle Bellec', 'Sameh Ben Aicha', 'Marie Fagotto', 'Marion Guéroult-Bellone', 'Maximilian Haeussler', 'Edwin Jacox', 'Elijah K. Lowe', 'Mickaël Mendez', 'Alexis Roberge', 'Alberto Stolfi', 'Rui Yokomori', 'C. Titus Brown', 'Christian Cambillau', 'Lionel A. Christiaen', 'Frédéric Delsuc', 'Emmanuel J. P. Douzery', 'Rémi Dumollard', 'Takehiro Kusakabe', 'Kenta Nakai', 'Hiroki Nishida', 'Yutaka Satou', 'Billie J. Swalla', 'Michael Veeman', 'Jean-Nicolas Volff', 'Patrick Lemaire']",2018,Nucleic Acids Res.,Journal Articles,journals/nar/BrozovicDDDFGLN18,https://dblp.org/rec/journals/nar/BrozovicDDDFGLN18,https://doi.org/10.1093/nar/gkx1108,D718-D725,46,Database-Issue,,,10.1093/NAR/GKX1108
838,Database Evolution,Database,Evolution,Data Modeling Across the Evolution of Database Technology.,"['Paolo Atzeni', 'Luca Cabibbo', 'Riccardo Torlone']",2018,A Comprehensive Guide Through the Italian Database Research,Parts in Books or Collections,books/sp/18/AtzeniCT18,https://dblp.org/rec/books/sp/18/AtzeniCT18,https://doi.org/10.1007/978-3-319-61893-7_13,221-234,,,,,10.1007/978-3-319-61893-7_13
839,Database Evolution,Database,Evolution,ATGC database and ATGC-COGs: an updated resource for micro- and macro-evolutionary studies of prokaryotic genomes and protein family annotation.,"['David M. Kristensen', 'Yuri I. Wolf', 'Eugene V. Koonin']",2017,Nucleic Acids Res.,Journal Articles,journals/nar/KristensenWK17,https://dblp.org/rec/journals/nar/KristensenWK17,https://doi.org/10.1093/nar/gkw934,D210-D218,45,Database-Issue,,,10.1093/NAR/GKW934
840,Database Evolution,Database,Evolution,PIECE 2.0: an update for the plant gene structure comparison and evolution database.,"['Yi Wang 0052', 'Ling Xu', 'Roger Thilmony', 'Frank M. You', 'Yong Qiang Gu', 'Devin Coleman-Derr']",2017,Nucleic Acids Res.,Journal Articles,journals/nar/WangXTYGC17,https://dblp.org/rec/journals/nar/WangXTYGC17,https://doi.org/10.1093/nar/gkw935,1015-1020,45,Database-Issue,,,10.1093/NAR/GKW935
841,Database Evolution,Database,Evolution,GEneSTATION 1.0: a synthetic resource of diverse evolutionary and functional genomic data for studying the evolution of pregnancy-associated tissues and phenotypes.,"['Mara Kim', 'Brian A. Cooper', 'Rohit Venkat', 'Julie B. Phillips', 'Haley R. Eidem', 'Jibril Hirbo', 'Sashank Nutakki', 'Scott M. Williams', 'Louis J. Muglia', 'J. Anthony Capra', 'Kenneth Petren', 'Patrick Abbot', 'Antonis Rokas', 'Kriston L. McGary']",2016,Nucleic Acids Res.,Journal Articles,journals/nar/KimCVPEHNWMCPAR16,https://dblp.org/rec/journals/nar/KimCVPEHNWMCPAR16,https://doi.org/10.1093/nar/gkv1137,908-916,44,Database-Issue,,,10.1093/NAR/GKV1137
842,Database Evolution,Database,Evolution,UET: a database of evolutionarily-predicted functional determinants of protein sequences that cluster as functional sites in protein structures.,"['Rhonald C. Lua', 'Stephen J. Wilson', 'Daniel M. Konecki', 'Angela D. Wilkins', 'Eric Venner', 'Daniel H. Morgan', 'Olivier Lichtarge']",2016,Nucleic Acids Res.,Journal Articles,journals/nar/LuaWKWVML16,https://dblp.org/rec/journals/nar/LuaWKWVML16,https://doi.org/10.1093/nar/gkv1279,308-312,44,Database-Issue,,,10.1093/NAR/GKV1279
843,Database Evolution,Database,Evolution,dbCRY: a Web-based comparative and evolutionary genomics platform for blue-light receptors.,"['Yongmin Kim', 'Jaeyoung Choi', 'Hyeyoung Lee', 'Gir-Won Lee', 'Yong-Hwan Lee', 'Doil Choi']",2014,Database J. Biol. Databases Curation,Journal Articles,journals/biodb/KimCLLLC14,https://dblp.org/rec/journals/biodb/KimCLLLC14,https://doi.org/10.1093/database/bau037,,2014,,,,10.1093/DATABASE/BAU037
844,Database Evolution,Database,Evolution,PeroxiBase: a database for large-scale evolutionary analysis of peroxidases.,"['Nizar Fawal', 'Qiang Li', 'Bruno Savelli', 'Marie Brette', 'Gisele Passaia', 'Maxime Fabre', 'Catherine Mathé', 'Christophe Dunand']",2013,Nucleic Acids Res.,Journal Articles,journals/nar/FawalLSBPFMD13,https://dblp.org/rec/journals/nar/FawalLSBPFMD13,https://doi.org/10.1093/nar/gks1083,441-444,41,Database-Issue,,,10.1093/NAR/GKS1083
845,Database Evolution,Database,Evolution,The Rice Genome Knowledgebase (RGKbase): an annotation database for rice comparative genomics and evolutionary biology.,"['Dapeng Wang', 'Yan Xia', 'Xinna Li', 'Lixia Hou', 'Jun Yu 0004']",2013,Nucleic Acids Res.,Journal Articles,journals/nar/WangXLHY13,https://dblp.org/rec/journals/nar/WangXLHY13,https://doi.org/10.1093/nar/gks1225,1199-1205,41,Database-Issue,,,10.1093/NAR/GKS1225
846,Database Evolution,Database,Evolution,PIECE: a database for plant gene structure comparison and evolution.,"['Yi Wang 0052', 'Frank M. You', 'Gerard R. Lazo', 'Ming-Cheng Luo', 'Roger Thilmony', 'Sean Gordon', 'Shahryar F. Kianian', 'Yong Qiang Gu']",2013,Nucleic Acids Res.,Journal Articles,journals/nar/WangYLLTGKG13,https://dblp.org/rec/journals/nar/WangYLLTGKG13,https://doi.org/10.1093/nar/gks1109,1159-1166,41,Database-Issue,,,10.1093/NAR/GKS1109
847,Database Evolution,Database,Evolution,Shrinking a database to perform SQL mutation tests using an evolutionary algorithm.,"['Ana Claudia Bastos Loureiro Monção', 'Celso G. Camilo-Junior', 'Leonardo T. Queiroz', 'Cássio L. Rodrigues', 'Plínio de Sá Leitão Júnior', 'Auri M. R. Vincenzi']",2013,IEEE Congress on Evolutionary Computation,Conference and Workshop Papers,conf/cec/MoncaoCQRLVL13,https://dblp.org/rec/conf/cec/MoncaoCQRLVL13,https://doi.org/10.1109/CEC.2013.6557874,2533-2539,,,,,10.1109/CEC.2013.6557874
848,Database Evolution,Database,Evolution,Evolutionary Integration of In-Memory Database Technology into IBM&apos;s Enterprise DB2 Database Systems.,"['Knut Stolze', 'Guy M. Lohman', 'Vijayshankar Raman', 'Richard Sidle', 'Felix Beier']",2013,GI-Jahrestagung,Conference and Workshop Papers,conf/gi/StolzeLRSB13,https://dblp.org/rec/conf/gi/StolzeLRSB13,https://dl.gi.de/handle/20.500.12116/20771,461-471,,,,,
849,Database Evolution,Database,Evolution,InterEvol database: exploring the structure and evolution of protein complex interfaces.,"['Guilhem Faure', 'Jessica Andreani', 'Raphaël Guérois']",2012,Nucleic Acids Res.,Journal Articles,journals/nar/FaureAG12,https://dblp.org/rec/journals/nar/FaureAG12,https://doi.org/10.1093/nar/gkr845,847-856,40,Database-Issue,,,10.1093/NAR/GKR845
850,Database Evolution,Database,Evolution,MitoZoa 2.0: a database resource and search tools for comparative and evolutionary analyses of mitochondrial genomes in Metazoa.,"['Paolo D&apos;Onorio De Meo', 'Mattia D&apos;Antonio', 'Francesca Griggio', 'Renato Lupi', 'Massimiliano Borsani', 'Giulio Pavesi', 'Tiziana Castrignanò', 'Graziano Pesole', 'Carmela Gissi']",2012,Nucleic Acids Res.,Journal Articles,journals/nar/MeoDGLBPCPG12,https://dblp.org/rec/journals/nar/MeoDGLBPCPG12,https://doi.org/10.1093/nar/gkr1144,1168-1172,40,Database-Issue,,,10.1093/NAR/GKR1144
851,Database Evolution,Database,Evolution,Optimising Schema Evolution Operation Sequences in Object Databases for Data Evolution.,"['Tilmann Zäschke', 'Stefania Leone', 'Moira C. Norrie']",2012,ER,Conference and Workshop Papers,conf/er/ZaschkeLN12,https://dblp.org/rec/conf/er/ZaschkeLN12,https://doi.org/10.1007/978-3-642-34002-4_29,369-382,,,,,10.1007/978-3-642-34002-4_29
852,Database Evolution,Database,Evolution,"Automatic annotation of experimentally derived, evolutionarily conserved post-translational modifications onto multiple genomes.","['Viswanadham Sridhara', 'Aron Marchler-Bauer', 'Stephen H. Bryant', 'Lewis Y. Geer']",2011,Database J. Biol. Databases Curation,Journal Articles,journals/biodb/SridharaMBG11,https://dblp.org/rec/journals/biodb/SridharaMBG11,https://doi.org/10.1093/database/bar019,,2011,,,,10.1093/DATABASE/BAR019
853,Database Evolution,Database,Evolution,PhEVER: a database for the global exploration of virus-host evolutionary relationships.,"['Leonor Palmeira', 'Simon Penel', 'Vincent Lotteau', 'Chantal Rabourdin-Combe', 'Christian Gautier']",2011,Nucleic Acids Res.,Journal Articles,journals/nar/PalmeiraPLRG11,https://dblp.org/rec/journals/nar/PalmeiraPLRG11,https://doi.org/10.1093/nar/gkq1013,569-575,39,Database-Issue,,,10.1093/NAR/GKQ1013
883,Database Evolution,Database,Evolution,Evolutionary bioinformatics with veiled biological database for health care operations.,"['Hariprasath Manoharan', 'S. A. Edalatpanah 0001']",2025,Comput. Biol. Medicine,Journal Articles,journals/cbm/ManoharanE25,https://dblp.org/rec/journals/cbm/ManoharanE25,https://doi.org/10.1016/j.compbiomed.2024.109418,109418,184,,,,10.1016/J.COMPBIOMED.2024.109418
884,Database Evolution,Database,Evolution,Join query optimization in distributed database based on multi-source mating selection evolutionary algorithm.,"['Yan Du', 'Zhiming Ding', 'Zhi Cai', 'Yuanying Chi']",2025,Clust. Comput.,Journal Articles,journals/cluster/DuDCC25,https://dblp.org/rec/journals/cluster/DuDCC25,https://doi.org/10.1007/s10586-024-04905-6,281,28,5,,,10.1007/S10586-024-04905-6
885,Database Evolution,Database,Evolution,Data migration for column family database evolution.,"['Pablo Suárez-Otero', 'Michael J. Mior', 'María José Suárez-Cabal', 'Javier Tuya']",2025,Inf. Softw. Technol.,Journal Articles,journals/infsof/SuarezOteroMST25,https://dblp.org/rec/journals/infsof/SuarezOteroMST25,https://doi.org/10.1016/j.infsof.2025.107834,107834,187,,,,10.1016/J.INFSOF.2025.107834
886,Database Evolution,Database,Evolution,PROV-IDEA: Supporting Interoperable Schema and Data Provenance within Database Evolution.,"['Beatriz Pérez 0001', 'Ángel Luis Rubio', 'María A. Zapata']",2025,ACM Trans. Softw. Eng. Methodol.,Journal Articles,journals/tosem/PerezRZ25,https://dblp.org/rec/journals/tosem/PerezRZ25,https://doi.org/10.1145/3697008,59:1-59:27,34,3,,,10.1145/3697008
887,Database Evolution,Database,Evolution,Evolutionary Dynamic Database Partitioning Optimization for Privacy and Utility.,"['Yong-Feng Ge', 'Hua Wang 0002', 'Elisa Bertino', 'Zhi-Hui Zhan', 'Jinli Cao', 'Yanchun Zhang', 'Jun Zhang 0003']",2024,IEEE Trans. Dependable Secur. Comput.,Journal Articles,journals/tdsc/GeWBZCZZ24,https://dblp.org/rec/journals/tdsc/GeWBZCZZ24,https://doi.org/10.1109/TDSC.2023.3302284,2296-2311,21,4,,,10.1109/TDSC.2023.3302284
888,Database Evolution,Database,Evolution,A Generic Schema Evolution Approach for NoSQL and Relational Databases.,"['Alberto Hernández Chillón', 'Meike Klettke', 'Diego Sevilla Ruiz', 'Jesús García Molina']",2024,IEEE Trans. Knowl. Data Eng.,Journal Articles,journals/tkde/ChillonKRM24,https://dblp.org/rec/journals/tkde/ChillonKRM24,https://doi.org/10.1109/TKDE.2024.3362273,2774-2789,36,7,,,10.1109/TKDE.2024.3362273
889,Database Evolution,Database,Evolution,Tuning Database Parameters Using Query Perception and Evolutionary Reinforcement Learning.,"['Zunhan Zhao', 'Wen Ye 0004', 'Peiyu Duan']",2024,CCEAI,Conference and Workshop Papers,conf/cceai/ZhaoYD24,https://dblp.org/rec/conf/cceai/ZhaoYD24,https://doi.org/10.1145/3640824.3640869,52-59,,,,,10.1145/3640824.3640869
