"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Zhang B.; Lin J.C.-W.; Shao Y.; Fournier-Viger P.; Djenouri Y.","Zhang, Binbin (56293267100); Lin, Jerry Chun-Wei (56449520400); Shao, Yinan (57196322476); Fournier-Viger, Philippe (14048484800); Djenouri, Youcef (55652929600)","56293267100; 56449520400; 57196322476; 14048484800; 55652929600","Maintenance of discovered high average-utility itemsets in dynamic databases","2018","Applied Sciences (Switzerland)","8","5","769","","","21","10.3390/app8050769","https://www.scopus.com/pages/publications/85047058052?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85047058052"
"Shamusarov S.; Erkinov A.; Safarova T.; To'lanboyeva D.; Djoldasova G.; Salomov G.","Shamusarov, Sharustam (60479495600); Erkinov, Aftondil (59465784200); Safarova, Tumaris (59500779100); To'lanboyeva, Dildora (60478994600); Djoldasova, Gauxar (60214843500); Salomov, Gulom (60354824200)","60479495600; 59465784200; 59500779100; 60478994600; 60214843500; 60354824200","Entity Recognition Systems for Structuring Database in Industrial Robot Maintenance Education","2025","2025 2nd International Conference on Intelligent Technologies for Sustainable Electric and Communications Systems, iTech SECOM 2025","","","","","","0","10.1109/iTechSECOM64750.2025.11307335","https://www.scopus.com/pages/publications/105032506463?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105032506463"
"Holubova I.; Koupil P.; Lu J.","Holubova, Irena (57195429378); Koupil, Pavel (57440016000); Lu, Jiaheng (8395934400)","57195429378; 57440016000; 8395934400","Self-Adapting Design and Maintenance of Multi-Model Databases","2022","ACM International Conference Proceeding Series","","","","9","15","1","10.1145/3548785.3548810","https://www.scopus.com/pages/publications/85139056317?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-85139056317"
"Suárez-Otero P.; Suárez-Cabal M.J.; Tuya J.","Suárez-Otero, Pablo (57202453352); Suárez-Cabal, María José (8444075100); Tuya, Javier (6603310027)","57202453352; 8444075100; 6603310027","Verification of the maintenance of logical consistency in Cassandra databases; [Verificación del mantenimiento de la consistencia lógica en bases de datos Cassandra]","2019","Actas de las 24th Jornadas de Ingenieria del Software y Bases de Datos, JISBD 2019","","","","","","4","","https://www.scopus.com/pages/publications/85094685266?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-85094685266"
"Marti-Puig P.; Blanco-M A.; Cusidó J.; Solé-Casals J.","Marti-Puig, Pere (15022594500); Blanco-M, Alejandro (57219202728); Cusidó, Jordi (55664590200); Solé-Casals, Jordi (14018739300)","15022594500; 57219202728; 55664590200; 14018739300","Wind turbine database for intelligent operation and maintenance strategies","2024","Scientific Data","11","1","255","","","17","10.1038/s41597-024-03067-9","https://www.scopus.com/pages/publications/85186272117?origin=resultslist","Data paper","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85186272117"
"Liu H.Y.; Huo Y.F.; Xue T.M.; Deng L.Q.","Liu, Hai Yan (55719310400); Huo, Yi Fei (57959418900); Xue, Ting Mei (57098793600); Deng, Liuyu Qin (57098501100)","55719310400; 57959418900; 57098793600; 57098501100","Design and implementation of vulnerability database maintenance system based on topic web crawler","2015","Electric, Electronic and Control Engineering - Proceedings of the International Conference on Electric, Electronic and Control Engineering, ICEECE 2015","","","","603","608","0","10.1201/b18611-109","https://www.scopus.com/pages/publications/85018345748?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-85018345748"
"Beyhl T.; Giese H.","Beyhl, Thomas (55943012100); Giese, Holger (7006595209)","55943012100; 7006595209","Incremental view maintenance for deductive graph databases using generalized discrimination networks","2016","Electronic Proceedings in Theoretical Computer Science, EPTCS","231","","","57","71","7","10.4204/EPTCS.231.5","https://www.scopus.com/pages/publications/85018194645?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85018194645"
"Satish C.J.; Mahendran A.","Satish, C.J. (57189689274); Mahendran, Anand (36975874500)","57189689274; 36975874500","Automated bug assignment in software maintenance using graph databases","2018","International Journal of Intelligent Systems and Applications","10","2","","27","36","1","10.5815/ijisa.2018.02.03","https://www.scopus.com/pages/publications/85041621626?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85041621626"
"Colucci E.; Iacono E.; Matrone F.; Ventura G.M.","Colucci, Elisabetta (57194552864); Iacono, Emmanuele (57226119431); Matrone, Francesca (57195330111); Ventura, Gianvito Marino (57442056200)","57194552864; 57226119431; 57195330111; 57442056200","A BIM-GIS Integrated Database to Support Planned Maintenance Activities of Historical Built Heritage","2022","Communications in Computer and Information Science","1507 CCIS","","","182","194","18","10.1007/978-3-030-94426-1_14","https://www.scopus.com/pages/publications/85124130125?origin=resultslist","Conference paper","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85124130125"
"Ravve E.V.","Ravve, Elena V. (6506295318)","6506295318","Maintenance of queries under database changes: A unified logic based approach","2016","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","9616","","","191","208","1","10.1007/978-3-319-30024-5_11","https://www.scopus.com/pages/publications/84960326129?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-84960326129"
"Elmi S.; Hadjali A.; Tobji M.A.B.; Yaghlane B.B.","Elmi, Sayda (56492642100); Hadjali, Allel (6506019648); Tobji, Mohamed Anis Bach (33367457000); Yaghlane, Boutheina Ben (6506914797)","56492642100; 6506019648; 33367457000; 6506914797","Skyline computation and maintenance over imperfect databases: A marginal-points-based approach","2017","Proceedings - International Conference on Tools with Artificial Intelligence, ICTAI","2017-November","","","1234","1242","1","10.1109/ICTAI.2017.00187","https://www.scopus.com/pages/publications/85048511092?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-85048511092"
"Liu R.; Issa R.R.A.","Liu, R. (36045152400); Issa, R.R.A. (35587852800)","36045152400; 35587852800","Automatically updating maintenance information from a BIM Database","2012","Congress on Computing in Civil Engineering, Proceedings","","","","373","380","39","10.1061/9780784412343.0047","https://www.scopus.com/pages/publications/84888374337?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-84888374337"
"Ragala Z.; Retbi A.; Bennani S.","Ragala, Zaynabe (57807775100); Retbi, Asmaa (56275916700); Bennani, Samir (56768273100)","57807775100; 56275916700; 56768273100","Improving Recommendation System by using a knowledge Graph Database for Maintenance of Rolling Stock","2023","2023 International Conference on IT Innovation and Knowledge Discovery, ITIKD 2023","","","","","","2","10.1109/ITIKD56332.2023.10099517","https://www.scopus.com/pages/publications/85158146994?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-85158146994"
"Burgos G.; Sierra-García J.E.; Baruque-Zanón B.","Burgos, Gonzalo (58615260000); Sierra-García, Jesús Enrique (57212527164); Baruque-Zanón, Bruno (57386314700)","58615260000; 57212527164; 57386314700","Comparative Study of Open Source Database Management Systems to Enable Predictive Maintenance of Autonomous Guided Vehicles","2023","Lecture Notes in Networks and Systems","749 LNNS","","","269","278","1","10.1007/978-3-031-42529-5_26","https://www.scopus.com/pages/publications/85172105657?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-85172105657"
"Muller S.; Butzmann L.; Klauck S.; Plattner H.","Muller, Stephan (55457157800); Butzmann, Lars (55646984600); Klauck, Stefan (56005214200); Plattner, Hasso (35243319100)","55457157800; 55646984600; 56005214200; 35243319100","Workload-aware aggregate maintenance in columnar in-memory databases","2013","Proceedings - 2013 IEEE International Conference on Big Data, Big Data 2013","","","6691699","62","69","4","10.1109/BigData.2013.6691699","https://www.scopus.com/pages/publications/84893287982?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-84893287982"
"Tang J.; Chen Y.; Chen L.; Liu J.; Hyyppä J.; Kukko A.; Kaartinen H.; Hyyppä H.; Chen R.","Tang, Jian (55713996000); Chen, Yuwei (56604418600); Chen, Liang (57192609268); Liu, Jingbin (36086611900); Hyyppä, Juha (7004260140); Kukko, Antero (9737845400); Kaartinen, Harri (8545284000); Hyyppä, Hannu (6602238915); Chen, Ruizhi (25029686800)","55713996000; 56604418600; 57192609268; 36086611900; 7004260140; 9737845400; 8545284000; 6602238915; 25029686800","Fast fingerprint database maintenance for indoor positioning based on UGV SLAM","2015","Sensors (Switzerland)","15","3","","5311","5330","51","10.3390/s150305311","https://www.scopus.com/pages/publications/84928670859?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84928670859"
"Guo M.; Wang D.; Mei L.; Zhou N.; Liu Y.; Qin L.; Zhao H.","Guo, Man (58813187500); Wang, Di (58813011600); Mei, Lin (58026522600); Zhou, Nan (57286089200); Liu, Yuan (58813011700); Qin, Long (58813187600); Zhao, Haibin (58813097400)","58813187500; 58813011600; 58026522600; 57286089200; 58813011700; 58813187600; 58813097400","Design and Research of Intelligent Operation and Maintenance Monitoring Platform for Database System","2023","Proceedings - 2023 2nd International Conference on Data Analytics, Computing and Artificial Intelligence, ICDACAI 2023","","","","637","641","1","10.1109/ICDACAI59742.2023.00127","https://www.scopus.com/pages/publications/85182402299?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-85182402299"
"Liu K.; Tan H.B.K.; Chen X.","Liu, Kaiping (55925736000); Tan, Hee Beng Kuan (7403011293); Chen, Xu (57192468478)","55925736000; 7403011293; 57192468478","Aiding maintenance of database applications through extracting attribute dependency graph","2013","Journal of Database Management","24","1","","20","35","10","10.4018/jdm.2013010102","https://www.scopus.com/pages/publications/84887481105?origin=resultslist","Article","Final","","Scopus","2-s2.0-84887481105"
"Torres G.M.; Bessa A.R.R.; Linhares J.E.B.S.; Silva M.O.; Santos A.V.; Valadao M.D.M.; Menezes V.S.; Mattos E.V.C.U.; Pereira A.M.C.; Silva A.P.; Brito A.C.; Belem R.J.S.; S.f R.; S.s W.; Carvalho C.B.","Torres, Gustavo M. (57221164182); Bessa, Andrey R. R. (57904207300); Linhares, Jose E.B.S. (57904763100); Silva, Mateus O. (57221167230); Santos, Adriel V. (57417307400); Valadao, Myke D.M. (57221164554); Menezes, Vinicius S. (59357493700); Mattos, Edma V.C.U. (57223674375); Pereira, Antonio M.C. (57221165603); Silva, Agemilson P. (57220879558); Brito, Allan C. (59357296300); Belem, Ruan J.S. (15847992500); S.f, Romulo (59357296400); S.s, Waldir (57549951800); Carvalho, Celso B. (36496564700)","57221164182; 57904207300; 57904763100; 57221167230; 57417307400; 57221164554; 59357493700; 57223674375; 57221165603; 57220879558; 59357296300; 15847992500; 59357296400; 57549951800; 36496564700","A Designing Databases Framework for AI Training in Industrial Predictive Maintenance","2024","11th IEEE International Conference on Consumer Electronics - Taiwan, ICCE-Taiwan 2024","","","","263","264","0","10.1109/ICCE-Taiwan62264.2024.10674079","https://www.scopus.com/pages/publications/85205765744?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-85205765744"
"Meyer F.; Rüter J.; Behrens G.; Diehl M.","Meyer, Felix (57278291600); Rüter, Joachim (57277467100); Behrens, Grit (56428756300); Diehl, Matthias (59434084800)","57278291600; 57277467100; 56428756300; 59434084800","Intelligent PV module database application for predictive maintenance of PV systems; [Intelligente PV-Modul Datenbank-Applikation für Predictive Maintainance von PV-Anlagen]","2021","Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI)","P-314","","","359","364","0","","https://www.scopus.com/pages/publications/85127414716?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-85127414716"
"Zhang L.; Butrovich M.; Li T.; Nannapanei Y.; Pavlo A.; Rollinson J.; Zhang H.; Balakumar A.; Biales D.; Dong Z.; Eppinger E.; Gonzalez J.; Lim W.S.; Liu J.; Ma L.; Menon P.; Mukherjee S.; Nayak T.; Ngom A.; Niu J.; Patra D.; Raj P.; Wang S.; Wang W.; Yu Y.; Zhang W.","Zhang, Ling (58681354700); Butrovich, Matthew (57219638161); Li, Tianyu (57219638313); Nannapanei, Yash (58681219900); Pavlo, Andrew (35190948800); Rollinson, John (58612350400); Zhang, Huanchen (57190390737); Balakumar, Ambarish (58680951800); Biales, Daniel (58681354800); Dong, Ziqi (58681493200); Eppinger, Emmanuel (58680818900); Gonzalez, Jordi (58680683300); Lim, Wan Shen (57219344711); Liu, Jianqiao (58681493300); Ma, Lin (57190388633); Menon, Prashanth (57197445347); Mukherjee, Soumil (58681493400); Nayak, Tanuj (58680543400); Ngom, Amadou (57219646195); Niu, Jeff (57751952100); Patra, Deepayan (57955942700); Raj, Poojita (58680543600); Wang, Stephanie (58742530300); Wang, Wuwen (57225025717); Yu, Yao (58681087400); Zhang, William (57225026902)","58681354700; 57219638161; 57219638313; 58681219900; 35190948800; 58612350400; 57190390737; 58680951800; 58681354800; 58681493200; 58680818900; 58680683300; 57219344711; 58681493300; 57190388633; 57197445347; 58681493400; 58680543400; 57219646195; 57751952100; 57955942700; 58680543600; 58742530300; 57225025717; 58681087400; 57225026902","Everything is a Transaction: Unifying Logical Concurrency Control and Physical Data Structure Maintenance in Database Management Systems","2021","11th Annual Conference on Innovative Data Systems Research, CIDR 2021","","","","","","7","","https://www.scopus.com/pages/publications/85133367254?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-85133367254"
"Robinson O.J.; Saur G.; Al-Douri A.; Hartmann K.; Groth K.M.; Buttner W.; Ruiz A.","Robinson, Olivia J. (60138576900); Saur, Genevieve (55694240300); Al-Douri, Ahmad (55903839200); Hartmann, Kevin (36100092200); Groth, Katrina M. (27267739400); Buttner, William (7005332956); Ruiz, Antonio (60138577000)","60138576900; 55694240300; 55903839200; 36100092200; 27267739400; 7005332956; 60138577000","Facilitating Data Collection of Maintenance Events to Populate the Hydrogen Component Reliability Database (HyCReD)","2025","Proceedings of ASME 2025 19th International Conference on Energy Sustainability, ES 2025","","","v001t12a008","","","0","10.1115/ES2025-158939","https://www.scopus.com/pages/publications/105018586016?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105018586016"
"Zhao Y.; Liu R.; Liu Z.; Lu Y.; Liu L.; Wang J.; Liu W.","Zhao, Yuhong (55887543200); Liu, Ruirui (58221718200); Liu, Zhansheng (57191688199); Lu, Yun (58627476000); Liu, Liang (55715284300); Wang, Jingjing (56502541200); Liu, Wenxiang (57917081100)","55887543200; 58221718200; 57191688199; 58627476000; 55715284300; 56502541200; 57917081100","Enhancing Zero-Carbon Building Operation and Maintenance: A Correlation-Based Data Mining Approach for Database Analysis","2023","Sustainability (Switzerland)","15","18","13671","","","3","10.3390/su151813671","https://www.scopus.com/pages/publications/85172887657?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85172887657"
"Wu J.M.-T.; Teng Q.; Lin J.C.-W.; Fournier-Viger P.; Cheng C.-F.","Wu, Jimmy Ming-Tai (57192413745); Teng, Qian (57216562555); Lin, Jerry Chun-Wei (56449520400); Fournier-Viger, Philippe (14048484800); Cheng, Chien-Fu (7404797645)","57192413745; 57216562555; 56449520400; 14048484800; 7404797645","Maintenance of prelarge high average-utility patterns in incremental databases","2020","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12144 LNAI","","","884","895","2","10.1007/978-3-030-55789-8_75","https://www.scopus.com/pages/publications/85091311828?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-85091311828"
"Müller S.; Butzmann L.; Klauck S.; Plattner H.","Müller, Stephan (55457157800); Butzmann, Lars (55646984600); Klauck, Stefan (56005214200); Plattner, Hasso (35243319100)","55457157800; 55646984600; 56005214200; 35243319100","An adaptive aggregate maintenance approach for mixed workloads in columnar in-memory databases","2014","Conferences in Research and Practice in Information Technology Series","147","","","3","12","0","","https://www.scopus.com/pages/publications/85002558633?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-85002558633"
"Saagar S.; Naveen Nanda M.; Nair N.S.K.; Kannan S.","Saagar, S. (57203918222); Naveen Nanda, M. (57203920041); Nair, Nivedita Suresh Kumar (57203920082); Kannan, Sruthi (57464636500)","57203918222; 57203920041; 57203920082; 57464636500","Maintenance of Medical Records Database and Simulation of Gene Therapy using Big Data Concepts","2018","IEEE International Conference on 2018 Recent Advances on Engineering, Technology and Computational Sciences, RAETCS 2018","","","8443788","","","0","10.1109/RAETCS.2018.8443788","https://www.scopus.com/pages/publications/85053542509?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-85053542509"
"Rosenthal F.; Lehner W.","Rosenthal, Frank (24475387500); Lehner, Wolfgang (8856653600)","24475387500; 8856653600","Efficient in-database maintenance of ARIMA models","2011","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","6809 LNCS","","","537","545","3","10.1007/978-3-642-22351-8_36","https://www.scopus.com/pages/publications/79961203103?origin=resultslist","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-79961203103"
