"10.1109/iccci54379.2022.9740966", "Discovery of Potential High Utility Itemset from Uncertain Database using Multi Objective Discrete Differential Evolutionary Algorithm", "2022 International Conference on Computer Communication and Informatics, ICCCI 2022", "2022", "Conference paper", ""Logeswaran K.; Niranjan R.; Suresh P.; Saireventh T.; Ponselvakumar A.P.; Saranraj V.; Savitha S."
"10.1109/sita67914.2025.11273715", "Reinforcement Learning for Dynamic RDF Schema Evolution in NoSQL Databases", "SITA 2025 - 15th International Conference on Intelligent Systems: Theories and Applications", "2025", "Conference paper", ""Belefqih S.; Barchane M.; Zellou A.; Doumi K.; Benlahmar E."
"10.1201/9780429282843", "Database Management System: An Evolutionary Approach", "Database Management System: An Evolutionary Approach", "2022", "Book", ""Patni J.C.; Sharma H.K.; Tomar R.; Katal A."
"10.4018/978-1-4666-2455-9.ch036", "Database Analysis with ANNs by means of Graph Evolution", "Data Mining: Concepts, Methodologies, Tools, and Applications: Volume 1-4", "2012", "Book chapter", ""Rivero D.; Dorado J.; Rabuñal J.R.; Pazos A."
"10.14357/19922264200415", "Evolution of classifications in supracorpora databases; [ЭВОЛЮЦИЯ КЛАССИФИКАЦИЙ В НАДКОРПУСНЫХ БАЗАХ ДАННЫХ]", "Informatika i ee Primeneniya", "2020", "Article", ""Goncharov A.A.; Zatsman I.M.; Kruzhkov M.G."
"10.3390/su141610435", "Health Tourism Evolution: A Review Based on Bibliometric Analysis and the China National Knowledge Infrastructure Database", "Sustainability (Switzerland)", "2022", "Review", ""Sun S.; Zhong L.; Law R.; Li X.; Deng B.; Yang L."
"10.4018/978-1-4666-0945-7.ch004", "Managing schema evolution in a federated spatial database system", "Discovery of Geospatial Resources: Methodologies, Technologies, and Emergent Applications", "2012", "Book chapter", ""Wu X.; Xia J.C.; West G.; Arnold L.; Veenendaal B."
"10.1109/ropec.2015.7395161", "Towards the Full Model Selection in temporal databases by using micro-differential evolution. An empirical study", "2015 IEEE International Autumn Meeting on Power, Electronics and Computing, ROPEC 2015", "2016", "Conference paper", ""Pérez-Castro N.; Acosta-Mesa H.-G.; Mezura-Montes E.; Cruz-Ramírez N."
"10.3390/su16198537", "Technological Evolution in the Swiss Bus Fleet from 1940 to 2022: An Inventory and Database for Research Applications", "Sustainability (Switzerland)", "2024", "Article", ""Remy V.F.M.; Vernez D.; Guseva Canu I."
"10.1002/9781119174240.ch12", "Analyzing the Evolution of Database Usage in Data-Intensive Software Systems", "Software Technology: 10 Years of Innovation in IEEE Computer", "2018", "Book chapter", ""Meurice L.; Goeminne M.; Mens T.; Nagy C.; Decan A.; Cleve A."
"10.4018/9781522570332.ch039", "Managing Schema Evolution in a Federated Spatial Database System", "Geographic Information Systems: Concepts, Methodologies, Tools, and Applications: Volume I", "2012", "Book chapter", ""Wu X.; Xia J.C.; West G.; Arnold L.; Veenendaal B."
"10.1166/asl.2012.1807", "A differentiation analysis of clinical database with the evolutionary neuromolecular hardware", "Advanced Science Letters", "2012", "Article", ""Lin Y.-H.; Chueh H.-E.; Chen J.-C."
"10.1007/s00287-017-1026-5", "The evolution of the main memory database system HyPer: From transactions and analytics to big data and from research to technology transfer; [Die Evolution des Hauptspeicherdatenbanksystems HyPer: Von Transaktionen und Analytik zu Big Data sowie von der Forschung zum Technologietransfer]", "Informatik-Spektrum", "2017", "Article", ""Kemper A.; Leis V.; Neumann T."
"10.1109/bigdata66926.2025.11401736", "The Lightweight Optimization Techniques for Knobs Tuning of Database System Using Evolution Strategy", "Proceedings of the IEEE International Conference on Big Data, BigData", "2025", "Conference paper", ""Li J.; Rong C.; Cui Y.; Chen T."
"10.35940/ijitee.j1066.0881019", "Performance of fuzzy rough sets and fuzzy evolutionary classifiers using medical databases", "International Journal of Innovative Technology and Exploring Engineering", "2019", "Article", ""Poongothai S.; Dharuman C.; Venkatesan P."
"10.1109/ic2e365635.2025.11167401", "Zero-Downtime Schema Evolution in Distributed Databases: A Theoretical Framework", "2025 IEEE International Conference on Computer, Electronics, Electrical Engineering and their Applications, IC2E3 2025", "2025", "Conference paper", ""Hazarika A.V.; Banerjee M."
"10.1109/sorucom.2014.47", "Toolbox for Historical and Biographical Research (Prosopographic Databases on Russian History)", "Proceedings - 3rd International Conference on Computer Technology in Russia and in the Former Soviet Union, SoRuCom 2014", "2015", "Conference paper", ""Ulyanova S.; Sinepol V."
"10.4137/ebo.s9186", "The chordate proteome history database", "Evolutionary Bioinformatics", "2012", "Article", ""Levasseur A.; Paganini J.; Dainat J.; Thompson J.D.; Poch O.; Pontarotti P.; Gouret P."
"10.11647/obp.0423.08", "Building a book history database: A novice voice", "Digital Humanities in the India Rim: Contemporary Scholarship in Australia and India", "2024", "Book chapter", ""Ward R."
"10.1038/s41597-022-01655-1", "Sharkipedia: a curated open access database of shark and ray life history traits and abundance time-series", "Scientific Data", "2022", "Data paper", ""Mull C.G.; Pacoureau N.; Pardo S.A.; Ruiz L.S.; García-Rodríguez E.; Finucci B.; Haack M.; Harry A.; Judah A.B.; VanderWright W.; Yin J.S.; Kindsvater H.K.; Dulvy N.K."
"10.1007/978-3-642-33030-8_60", "The establishment of the database of mathematics history", "Advances in Intelligent Systems and Computing", "2013", "Conference paper", ""Xie Q."
"10.3390/su141811615", "Intellectual Capital History and Trends: A Bibliometric Analysis Using Scopus Database", "Sustainability (Switzerland)", "2022", "Article", ""Al-Khoury A.; Hussein S.A.; Abdulwhab M.; Aljuboori Z.M.; Haddad H.; Ali M.A.; Abed I.A.; Flayyih H.H."
"10.1109/geoinformatics.2011.5981024", "Application of spatio-tmporal data model in database of Beijing urban history", "Proceedings - 2011 19th International Conference on Geoinformatics, Geoinformatics 2011", "2011", "Conference paper", ""Dai H.; Yu N.; Chang Z."
"10.1038/s41597-022-01479-z", "CaliPopGen: A genetic and life history database for the fauna and flora of California", "Scientific Data", "2022", "Data paper", ""Beninde J.; Toffelmier E.M.; Andreas A.; Nishioka C.; Slay M.; Soto A.; Bueno J.P.; Gonzalez G.; Pham H.V.; Posta M.; Pace J.L.; Shaffer H.B."
"10.1109/mosicom63082.2024.10882040", "Development of a Chat History Analysis Module Using Advanced Machine Learning Models and Vector Databases for Digital Forensic Tools", "IEEE International Conference on Modeling, Simulation and Intelligent Computing, MoSICom 2024 - Proceedings", "2024", "Conference paper", ""Leila R.; Tazhibayeva P.; Abulkhair I.; Pogolovkin D.; Yelzhas K."
"10.1163/24523666-bja10002", "History and contents of the Dutch theatre production database arts and media", "Research Data Journal for the Humanities and Social Sciences", "2020", "Article", ""Bakkeren F."
"10.5334/johd.91", "Critical Reflections on Cinema Belgica: The Database for New Cinema History in Belgium", "Journal of Open Humanities Data", "2022", "Article", ""Ducatteeuw V.; Biltereyst D.; Meers P.; Verbruggen C.; Moreels D.; Noordegraaf J.; Chambers S.; De Potter P.; Cachet T.; Franck N.; Deroo F."
"10.1038/s41597-025-05788-x", "A database of life history parameters for Pacific coral reef fish", "Scientific Data ", "2025", "Data paper", ""Akiona A.K.; Zgliczynski B.J.; Agarwal M.M.; French B.J.; Holloway N.H.; Lubarsky K.A.; Shirley M.E.; Sullivan C.J.; Sandin S.A."
"10.1109/icasi.2016.7539835", "Data mining based on the emergency medical database the association between the reason of calling ambulance service and the medical history of patients", "2016 International Conference on Applied System Innovation, IEEE ICASI 2016", "2016", "Conference paper", ""Lin J.-N.; Sun W.-Z.; Ma H.-M.; Yang M.-H."
"10.1016/j.comtox.2019.100096", "EPA's DSSTox database: History of development of a curated chemistry resource supporting computational toxicology research", "Computational Toxicology", "2019", "Article", ""Grulke C.M.; Williams A.J.; Thillanadarajah I.; Richard A.M."
"10.55630/dipp.2022.12.3", "Local History Research Databases in Latvian Public Libraries", "Digital Presentation and Preservation of Cultural and Scientific Heritage", "2022", "Conference paper", ""Haļzova Z."
"10.34632/jsta.2025.17743", "CONNECTING ART HISTORIES THROUGH MESSY DATA (STRUCTURES): RETHINKING MUSEUM DATABASE INTERFACES FOR (CURATORIAL) RESEARCH", "Journal of Science and Technology of the Arts", "2025", "Article", ""Dhaenens L."
"10.1177/20501579231155533", "Preserving the history of mobile gaming—a review of The Retro Mobile Gaming Database", "Mobile Media and Communication", "2023", "Note", """
"10.1201/9781003483144-7", "Context-aware Knowledge Base Engineering for Anomaly Detection and Predictive Maintenance in Graph Databases", "Cognitive Fairness-Aware Techniques for Human–Machine Interface", "2025", "Book chapter", ""Neelavathy Pari S.; Sudharson K."
"10.1109/isms.2016.36", "Innovative High Quality Aircraft Maintenance by Wisdom of Semantic Database Using Historical Data of Operation Staffs", "Proceedings - International Conference on Intelligent Systems, Modelling and Simulation, ISMS", "2016", "Conference paper", ""Abdullah D.; Takahashi H."
"10.6120/joemls.2014.513/0616.rs.am", "Investigating the quality and maintenance issues of bibliographic records provided by the e-book supply chain: Using the operations of the Taiwan academic e-book & database consortium as an example", "Journal of Educational Media and Library Sciences", "2014", "Article", ""Chen C.-C."
"10.1109/iccsnt.2013.6967140", "An efficient incremental maintenance for association rules mining based on distributed databases", "Proceedings of 2013 3rd International Conference on Computer Science and Network Technology, ICCSNT 2013", "2014", "Conference paper", ""Darwish M.; Elgohery R.; Badr N.; Faheem H."
"10.7146/aul.455.c226", "Design and Development of Heritage Building Information Model (HBIM) Database to Support Maintenance", "Proceedings of the 29th EG-ICE International Workshop on Intelligent Computing in Engineering", "2022", "Conference paper", ""Chen W.; Yuan J.; Luo H."
"10.1117/12.3054756", "Research on the establishment of a highway disease database based on integrated detection and maintenance", "Proceedings of SPIE - The International Society for Optical Engineering", "2024", "Conference paper", ""Zhou Q.; Wang Z.; Zhang J.; Wang J."
"10.1007/978-3-031-53824-7_2", "Unleashing the Potential of Graph Database in Smart Asset Management: Enhancing Predictive Maintenance in Industry 4.0", "Lecture Notes in Networks and Systems", "2024", "Conference paper", ""Hairuddin F.I.; Azri S.; Ujang U."
"10.35490/ec3.2025.253", "DATABASE DEVELOPMENT AND REPAIR COST PREDICTION BASED ON INFRASTRUCTURE MAINTENANCE RECORDS", "Proceedings of the European Conference on Computing in Construction", "2025", "Conference paper", ""Nam Y.; Yoon S.; Lee S.; Shin B.; Chi S."
"10.1016/j.procs.2022.08.002", "Building a smart database for predictive maintenance in already implemented manufacturing systems", "Procedia Computer Science", "2022", "Conference paper", ""Klees M.; Evirgen S."
"10.3390/app8050769", "Maintenance of discovered high average-utility itemsets in dynamic databases", "Applied Sciences (Switzerland)", "2018", "Article", ""Zhang B.; Lin J.C.-W.; Shao Y.; Fournier-Viger P.; Djenouri Y."
"10.1109/itechsecom64750.2025.11307335", "Entity Recognition Systems for Structuring Database in Industrial Robot Maintenance Education", "2025 2nd International Conference on Intelligent Technologies for Sustainable Electric and Communications Systems, iTech SECOM 2025", "2025", "Conference paper", ""Shamusarov S.; Erkinov A.; Safarova T.; To'lanboyeva D.; Djoldasova G.; Salomov G."
"10.1038/s41597-024-03067-9", "Wind turbine database for intelligent operation and maintenance strategies", "Scientific Data", "2024", "Data paper", ""Marti-Puig P.; Blanco-M A.; Cusidó J.; Solé-Casals J."
"10.1201/b18611-109", "Design and implementation of vulnerability database maintenance system based on topic web crawler", "Electric, Electronic and Control Engineering - Proceedings of the International Conference on Electric, Electronic and Control Engineering, ICEECE 2015", "2015", "Conference paper", ""Liu H.Y.; Huo Y.F.; Xue T.M.; Deng L.Q."
"10.5815/ijisa.2018.02.03", "Automated bug assignment in software maintenance using graph databases", "International Journal of Intelligent Systems and Applications", "2018", "Article", ""Satish C.J.; Mahendran A."
"10.1061/9780784412343.0047", "Automatically updating maintenance information from a BIM Database", "Congress on Computing in Civil Engineering, Proceedings", "2012", "Conference paper", ""Liu R.; Issa R.R.A."
"10.1109/itikd56332.2023.10099517", "Improving Recommendation System by using a knowledge Graph Database for Maintenance of Rolling Stock", "2023 International Conference on IT Innovation and Knowledge Discovery, ITIKD 2023", "2023", "Conference paper", ""Ragala Z.; Retbi A.; Bennani S."
"10.1109/icdacai59742.2023.00127", "Design and Research of Intelligent Operation and Maintenance Monitoring Platform for Database System", "Proceedings - 2023 2nd International Conference on Data Analytics, Computing and Artificial Intelligence, ICDACAI 2023", "2023", "Conference paper", ""Guo M.; Wang D.; Mei L.; Zhou N.; Liu Y.; Qin L.; Zhao H."
"10.1115/es2025-158939", "Facilitating Data Collection of Maintenance Events to Populate the Hydrogen Component Reliability Database (HyCReD)", "Proceedings of ASME 2025 19th International Conference on Energy Sustainability, ES 2025", "2025", "Conference paper", ""Robinson O.J.; Saur G.; Al-Douri A.; Hartmann K.; Groth K.M.; Buttner W.; Ruiz A."
"10.3390/su151813671", "Enhancing Zero-Carbon Building Operation and Maintenance: A Correlation-Based Data Mining Approach for Database Analysis", "Sustainability (Switzerland)", "2023", "Article", ""Zhao Y.; Liu R.; Liu Z.; Lu Y.; Liu L.; Wang J.; Liu W."
"10.1109/raetcs.2018.8443788", "Maintenance of Medical Records Database and Simulation of Gene Therapy using Big Data Concepts", "IEEE International Conference on 2018 Recent Advances on Engineering, Technology and Computational Sciences, RAETCS 2018", "2018", "Conference paper", ""Saagar S.; Naveen Nanda M.; Nair N.S.K.; Kannan S."
"10.11896/jsjkx.240500045", "Automation and Security Strategies and Empirical Research on Operation and Maintenance of Digital Government Database; [数字政府数据库运维的自动化与安全策略及实证研究]", "Computer Science", "2025", "Article", ""Wang Y.; Zhao J.; Guo Y.; Zhou H.; Zhou W.; Zhang W.; Feng J."
"10.1109/icodse59534.2023.10291584", "Migration of Relational Database to NoSQL Document-Oriented Database", "Proceedings of 2023 IEEE International Conference on Data and Software Engineering, ICoDSE 2023", "2023", "Conference paper", ""Tandya W.; Azizah F.N."
"10.14569/ijacsa.2018.090126", "A Seamless network database migration tool for insititutions in Zambia", "International Journal of Advanced Computer Science and Applications", "2018", "Article", ""Kasonde M.; Tembo S."
"10.1007/s41870-020-00515-8", "Schema design advisor model for RDBMS to NoSQL database migration", "International Journal of Information Technology (Singapore)", "2021", "Article", ""Namdeo B.; Suman U."
"10.1007/978-3-030-94188-8_20", "Toward a Smart Approach of Migration from Relational Database System to NoSQL System: Analyzing and Modeling", "Lecture Notes on Data Engineering and Communications Technologies", "2022", "Book chapter", ""Erraji A.; Maizate A.; Ozzif M."
"10.1109/icpcsi.2017.8391881", "Optimization strategies through big-data migration in distributed cloud databases", "IEEE International Conference on Power, Control, Signals and Instrumentation Engineering, ICPCSI 2017", "2018", "Conference paper", ""Mateen A.; Ali K."
"10.1109/icss.2013.53", "Suitable database development framework for business component migration in SaaS multi-tenant model", "Proceedings of International Conference on Service Science, ICSS", "2013", "Conference paper", ""Zhou X.; Zhan D.; Nie L.; Meng F.; Xu X."
"10.1007/978-3-319-54978-1_65", "Evidences from the literature on database migration to the cloud", "Advances in Intelligent Systems and Computing", "2018", "Conference paper", ""de Paula A.C.M.; de Figueiredo Carneiro G.; da Silva A.C.B.G."
"10.1109/icccis51004.2021.9397123", "A regression-based hybrid machine learning technique to enhance the database migration in cloud environment", "Proceedings - IEEE 2021 International Conference on Computing, Communication, and Intelligent Systems, ICCCIS 2021", "2021", "Conference paper", ""Kumar A.; Sivak Kumar M.; Namdeo V."
"10.1145/3756681.3756947", "Seamless Data Migration between Database Schemas with DAMI-Framework: An Empirical Study on Developer Experience", "Proceedings of the 29th International Conference on Evaluation and Assessment in Software Engineering , EASE, 2025 edition, EASE 2025", "2025", "Conference paper", ""Ramos-Vidal D.; Cortiñas A.; Luaces M.R.; Pedreira O.; Saavedra Places Á.; Assunção W.K.G."
"10.36548/jtcsst.2023.1.002", "Designing and Migration of Library Database", "Journal of Trends in Computer Science and Smart Technology", "2023", "Article", ""Sathiyapriya K.; Bhavadharinie S.; Atchaya R.; Kripaa H.; Sowmya V."
"10.1109/icaccs51430.2021.9441829", "A Model for Relational to NoSQL database Migration: Snapshot-Live Stream Db Migration Model", "2021 7th International Conference on Advanced Computing and Communication Systems, ICACCS 2021", "2021", "Conference paper", ""Namdeo B.; Suman U."
"10.1109/mi-sta57575.2023.10169232", "Data Migration from Conventional Databases into NoSQL: Methods and Techniques", "Proceeding - 2023 IEEE 3rd International Maghreb Meeting of the Conference on Sciences and Techniques of Automatic Control and Computer Engineering, MI-STA 2023", "2023", "Conference paper", ""Eldrrat H.A.; Maatuk A.M."
"10.1007/978-3-031-26384-2_22", "Data Migration from Relational to NoSQL Database: Review and Comparative Study", "Lecture Notes in Networks and Systems", "2023", "Conference paper", ""Saadouni C.; El Bouchti K.; Reda O.M.; Ziti S."
"10.1007/978-3-319-69137-4_34", "Migration from relational databases to HBase: A feasibility assessment", "Lecture Notes in Networks and Systems", "2018", "Book chapter", ""Bousalem Z.; Cherti I.; Zhao G."
"10.35940/ijitee.j9563.0881019", "Database migration using data synchronization and transactional replication", "International Journal of Innovative Technology and Exploring Engineering", "2019", "Article", ""Dewi W.S.; Utami E.; Sudaryatno B."
"10.1109/icsit65336.2025.11295140", "AI in Database Modernization: Streamlining On-Prem to Babelfish Aurora PostgreSQL Migrations", "2025 International Conference on Sustainability, Innovation and Technology, ICSIT 2025", "2025", "Conference paper", ""Mohanty M.R.; Rao S.K.; Agrawal S.K.; Zakhmi K.; Melath V.; Kasralikar P."
"10.1007/978-3-031-90310-6_13", "Decomposition Methodologies of Relational Databases for Migration from Systems Monolithic to Microservices: A Systematic Literature Mapping", "Studies in Computational Intelligence", "2025", "Book chapter", ""Castillo-Estrada C.M.; Cancino-Villatoro K.; Alvarez-Oval L.A.; Muñoz M.; de la Cruz Vazquez A."
"10.3390/app12126106", "AMANDA: A Middleware for Automatic Migration between Different Database Paradigms", "Applied Sciences (Switzerland)", "2022", "Article", ""Queiroz J.S.; Falcão T.A.; Furtado P.M.; Soares F.L.; Souza T.B.F.; Cleis P.V.V.P.; Santos F.S.; Giuntini F.T."
"10.1007/978-1-4842-8230-4", "Pro Database Migration to Azure: Data Modernization for the Enterprise", "Pro Database Migration to Azure: Data Modernization for the Enterprise", "2022", "Book", ""Kline K.; McDowell D.; Dorsey D.; Gordon M."
"10.1145/3552490.3552504", "Towards Passive, Migration-Free, Standardized, Long-Term Database Archival", "SIGMOD Record", "2022", "Article", ""Appuswamy R."
"10.1109/ictss.2018.8549944", "A Framework for Data Migration between Different Datastore of NoSQL Database", "Proceeding - 2018 International Conference on ICT for Smart Society: Innovation Toward Smart Society and Society 5.0, ICISS 2018", "2018", "Conference paper", ""Wijaya Y.S.; Akhmadarman A."
"10.1109/iccsnt.2012.6526138", "Design and realization of database online migration", "Proceedings of 2nd International Conference on Computer Science and Network Technology, ICCSNT 2012", "2012", "Conference paper", ""Wang Q.; Du Z.; Liu N."
"10.1117/12.920629", "Design of the typical altered mineral spectral feature database system on the area of oil and gas migration", "Proceedings of SPIE - The International Society for Optical Engineering", "2011", "Conference paper", ""Liu X.; Chen X.; Li Q.; Ni G."
"10.1007/978-3-031-71419-1_23", "A New Approach for an Efficient Relational to Document-Oriented Database Migration", "Lecture Notes in Networks and Systems", "2024", "Conference paper", ""Vučinić M.; Tomić M.; Vještica M.; Čeliković M.; Luković I.; Kordić S."
"10.1007/978-3-030-41862-5_47", "Designing a Framework for Data Migration of Odoo ERP PostgreSQL Database into NoSQL Database", "New Trends in Computational Vision and Bio-Inspired Computing - Selected Works Presented at the ICCVBIC 2018", "2020", "Conference paper", ""Shah K.; Bhavsar H."
"10.1007/978-981-19-2358-6_19", "DLoader: Migration of Data from SQL to NoSQL Databases", "Cognitive Science and Technology", "2023", "Book chapter", ""Rajaram K.; Sharma P.; Selvakumar S."
"10.1109/nics56915.2022.10013443", "Applying Tuple Migration to Preserve Privacy in Databases", "Proceedings - 2022 9th NAFOSTED Conference on Information and Computer Science, NICS 2022", "2022", "Conference paper", ""Truong A.; Dinh L.T.; Vy N.T.T."
"10.1145/2723372.272458", "Madeus: Database live migration middleware under heavy workloads for cloud environment", "Proceedings of the ACM SIGMOD International Conference on Management of Data", "2015", "Conference paper", ""Mishima T.; Fujiwara Y."
"10.14419/ijet.v7i4.11377", "A review on data transformation approaches for data migration processes from relational database to NoSQL database", "International Journal of Engineering and Technology(UAE)", "2018", "Article", ""Zaidi N.; Ishak I.; Sidi F.; Affendey L.S."
"10.1007/978-3-030-94191-8_64", "A New Algorithm for Data Migration from a Relational to a NoSQL Oriented Column Database", "Lecture Notes in Networks and Systems", "2022", "Conference paper", ""Dourhri A.; Hanine M.; Ouahmane H."
"10.1007/978-981-15-8354-4_36", "Workflow Management Through Database Migration in Cloud Computing Environment", "Lecture Notes in Networks and Systems", "2021", "Conference paper", ""Kumar A.; SivakKumar M.; Namdeo V."
"10.1109/icicsp54369.2021.9611882", "A Migration System of Database for Virtual Machine in Cloud Computing", "2021 4th International Conference on Information Communication and Signal Processing, ICICSP 2021", "2021", "Conference paper", ""Hsieh C.-H.; Li Y.; Ni B.; Zhang Q.; Wang R.; Sun G.; Wang H.; Xu Y."
"10.1109/itime.2012.6291240", "Research and practice of university database migration", "Proceedings of 2012 International Symposium on Information Technologies in Medicine and Education, ITME 2012", "2012", "Conference paper", ""Wang Q.; Liu N.; Yu C."
"10.1109/iceta51985.2020.9379163", "Synchronization Barrier in Database Migration processes", "ICETA 2020 - 18th IEEE International Conference on Emerging eLearning Technologies and Applications, Proceedings", "2020", "Conference paper", ""Ceresnak R.; Matiasko K."
"10.1117/12.3067654", "An automatic SQL Translation method for Domestic Database Migration", "Proceedings of SPIE - The International Society for Optical Engineering", "2025", "Conference paper", ""Liu Z.; Zhang J.; Tian T.; Shen Z.; Yu Y."
"10.1117/12.3038822", "A method for identifying similar duplicate records in domestic database migration based on an improved LSSVM algorithm", "Proceedings of SPIE - The International Society for Optical Engineering", "2024", "Conference paper", ""Ding X.; Zhang L.; Ai Y.; Zhang X.; Liu C.; Shang Q."
"10.1109/ispds67367.2025.11390910", "Proactive Replica Migration and Cache Co-optimization in Distributed Databases Oriented by Hotspot Prediction", "2025 6th International Conference on Information Science, Parallel and Distributed Systems, ISPDS 2025", "2025", "Conference paper", ""Yang C."
"10.1109/iciss66954.2025.11389604", "Development of Migration Tool from Relational Database to Document - Oriented NoSQL Database Utilizing Relational Database Logs", "2025 International Conference on ICT for Smart Society, ICISS 2025", "2025", "Conference paper", ""Santoso F.B.L.A.; Hartono L.V.T."
"10.1109/iccubea.2017.8463830", "Migration of Relational Database to MongoDB and Data Analytics using Naive Bayes Classifier based on Mapreduce Approach", "2017 International Conference on Computing, Communication, Control and Automation, ICCUBEA 2017", "2017", "Conference paper", ""Solanke G.B.; Rajeswari K."
"10.1007/978-3-642-29387-0_63", "Realization of oracle database expansion and migration scheme on AIX platform", "Advances in Intelligent and Soft Computing", "2012", "Conference paper", ""Liu W.; Pan D.; Yang J.; Li X."
"10.1007/978-3-030-94191-8_63", "Toward a Smart Approach of Migration from Relational System DataBase to NoSQL System: Transformation Rules of Structure", "Lecture Notes in Networks and Systems", "2022", "Conference paper", ""Erraji A.; Maizate A.; Ouzzif M."
"10.1145/2189751.2047876", "Generating database migrations for evolving web applications", "ACM SIGPLAN Notices", "2012", "Conference paper", ""Vermolen S.D.; Wachsmuth G.; Visser E."
"10.1109/icimcis63449.2024.10957413", "Database Migration to Cloud Computing for Increased Scalability and Efficiency: Systematic Literature Review", "Proceedings - 6th International Conference on Informatics, Multimedia, Cyber and Information System, ICIMCIS 2024", "2024", "Conference paper", ""Sila D.C.; Gunawan A.A.S.; Tjong A.W.; Syahputra M.E."
"10.1109/icietdw61607.2024.10941500", "Migration Technique from Traditional Database to Blockchain Database", "2024 International Conference on Integration of Emerging Technologies for the Digital World, ICIETDW 2024", "2024", "Conference paper", ""Hareesh R.; Sethukarasi T."
"10.1007/978-3-319-03934-3_7", "Creating Database Tables by Running Migrations", "SpringerBriefs in Computer Science", "2014", "Book chapter", ""Vohra D."
"10.1142/s1793005717400051", "A Multiagent Approach to Database Migration for Big Data Systems", "New Mathematics and Natural Computation", "2017", "Article", ""Zaharia M.H."
"10.54808/imsci2025.01.12", "Key aspects for a secure migration of Databases to the Cloud: Challenges and Solutions", "Proceedings of the International Multi-Conference on Society, Cybernetics and Informatics, IMSCI", "2025", "Conference paper", ""Pérez-Castillo Y.-J.; Orantes-Jiménez S.-D.; Aguirre-Anaya E.; Aguilar-Jáuregui M.-E."
"10.1007/978-981-15-0694-9_39", "Performance analysis of schema design approaches for migration from RDBMS to NOSQL databases", "Lecture Notes in Networks and Systems", "2020", "Book chapter", ""Namdeo B.; Suman U."
"10.1109/icodse59534.2023.10291800", "Migration from Relational Database to Column-Oriented NoSQL Database", "Proceedings of 2023 IEEE International Conference on Data and Software Engineering, ICoDSE 2023", "2023", "Conference paper", ""Syarbaini Siregar R.A.; Azizah F.N."
"10.1145/3644523.3644534", "Design and Research of Migration Model for Heterogeneous Databases on Localization Cloud Platform", "ACM International Conference Proceeding Series", "2023", "Conference paper", ""Zhao C.; Wu H.; Li D.; Wang Q.; Sun Y."
"10.1145/3200842.3200852", "Migration of data from relational database to graph database", "ACM International Conference Proceeding Series", "2018", "Conference paper", ""Unal Y.; Oguztuzun H."
"10.1109/ecticon.2011.5947902", "Supervisory level control of robot plasma spray coating process with task level modification based on process database", "ECTI-CON 2011 - 8th Electrical Engineering/ Electronics, Computer, Telecommunications and Information Technology (ECTI) Association of Thailand - Conference 2011", "2011", "Conference paper", ""Nakngoenthong J.; Naksuk N.; Kanarat A.; Saito T."
"10.1109/icimtech50083.2020.9211170", "Database management system design with time series modification for child growth and malnutrition monitoring in the regency of serdang bedagai", "Proceedings of 2020 International Conference on Information Management and Technology, ICIMTech 2020", "2020", "Conference paper", ""Rahutomo R.; Nurlaila I.; Perbangsa A.S.; Pardamean B."
"10.1109/cicn.2015.331", "Securing the Clustered Database Using Data Modification Technique", "Proceedings - 2015 International Conference on Computational Intelligence and Communication Networks, CICN 2015", "2016", "Conference paper", ""Jain P.; Nandanwar S."
"10.1016/j.jmgm.2020.107575", "Chromatin modification by olive phenolics: In silico molecular docking studies utilising the phenolic groups categorised in the OliveNet™ database against lysine specific demethylase enzymes: Chromatin modification by olive phenolics", "Journal of Molecular Graphics and Modelling", "2020", "Article", ""Pitsillou E.; Liang J.; Hung A.; Karagiannis T.C."
"10.1166/asl.2016.7823", "Transaction database modification approaches for achieving privacy preserving in high utility itemset mining", "Advanced Science Letters", "2016", "Article", ""Kim D.; Yun U.; Ryang H."
"10.1016/j.csbj.2022.11.022", "RNAME: A comprehensive database of RNA modification enzymes", "Computational and Structural Biotechnology Journal", "2022", "Article", ""Nie F.; Tang Q.; Liu Y.; Qin H.; Liu S.; Wu M.; Feng P.; Chen W."
"10.1109/csnt.2014.89", "Modification of density based spatial clustering algorithm for large database using Naïve's Bayes' theorem", "Proceedings - 2014 4th International Conference on Communication Systems and Network Technologies, CSNT 2014", "2014", "Conference paper", ""Agrawal J.; Soni S.; Sharma S.; Agrawal S."
"10.1016/j.csbj.2025.02.018", "m6A2Circ: A comprehensive database for decoding the regulatory relationship between m6A modification and circular RNA", "Computational and Structural Biotechnology Journal", "2025", "Article", ""Li Y.; Gu B.; Ma L.; He L.-N.; Bao X.; Huang Y.; Yang R.; Wang L.; Yang Q.; Yang H.; Zuo Z.; Gao S.; Zhao X.; Chen K."
"10.1109/icaretech49914.2020.00016", "Modification of select operation model for multilevel security: Medical database systems as an application", "Proceedings - 2020 International Conference on Assistive and Rehabilitation Technologies, iCareTech 2020", "2020", "Conference paper", ""Mahmoud A.Y.; Abu-Saqer M.M."
"10.1016/j.csbj.2025.11.058", "StructRMDB: A database of RNA modification sites that affect RNA secondary structure", "Computational and Structural Biotechnology Journal", "2025", "Article", ""Zhang Z.; Wang X.; Zhou J.; Meng J.; Song B.; Liang Y.; Cai Y.; Ma J."
